fundRUNSeries,netPatrimony,providedFlow,rescuedFlow
9048-4A,7502513696.345025,13432285.422456795,4803313.045505026
9048-4B,97328941.86129762,0.0,8405.570717046765
9048-4C,2433606366.465903,5057898.091890629,4696299.854699523
9048-4D,10946170887.050081,32619866.992238693,46959602.24810693
9048-4E-APV,297346742.3796875,2901850.72605363,3337047.167111185
9048-4H-APV,347372045.66444117,1200625.0875080319,1920970.4216668229
9048-4I,14358067237.741434,15670653.821879344,11339450.325784748
9048-4P,534343342.77217317,0.0,504626.9101155311
9054-9A,3730751533.7232876,25915464.458412576,24953945.57312724
9054-9B-APV/APVC,575116423.5808219,659138.1633304267,1463225.3196089757
9054-9CUI,4463871131.865753,5178283.909773281,3813749.1337079527
9054-9D,255560025.0,1661283.3039127772,2698341.462125776
9054-9Z,7373682666.10685,6917808.219528805,7547945.20561903
9056-5A,54568606.83287671,849677.4111296304,814714.9417943837
9056-5B,6929654106.545205,46236055.792600885,44877864.133773215
9056-5CC,228739984.52173913,15721953.38403925,0.0
9056-5D,4515168047.89589,23101594.70561501,18152455.805928726
9056-5E,8526179253.032877,53288898.09487683,46176834.26265483
9056-5F,13307687170.967123,98668892.7288597,78075998.36543055
9056-5I,30948822983.49589,226249802.8237635,188237898.4336671
9056-5IM,0.0,0.0,0.0
9060-3ALPAT,207163084.82142857,8357197.14296711,0.0
9060-3APV,3667201154.2027397,3203655.581751809,1439517.226315776
9060-3BPRIV,445322360.0,21512004.515939713,0.0
9060-3COLAB,4996234.966666667,169499.999637904,0.0
9060-3INVER,9582811234.542465,9509343.351285752,6892278.520787
9061-1ALPAT,899510351.5714285,58854723.28733222,0.0
9061-1APV,3695991465.090411,1615988.677496701,4091008.638136719
9061-1BPRIV,2397548028.6896553,101412254.07163075,0.0
9061-1INVER,52806635559.331505,75955442.8120685,102072130.66849457
9062-KALPAT,302170431.0344828,12762249.449108617,0.0
9062-KAPV,5130670156.2109585,5020906.724668501,6438669.83657657
9062-KAPV-AP,320240999.3333333,35612425.222222224,0.0
9062-KBPRIV,768608487.0,79694612.70009826,0.0
9062-KCOLAB,2443607.6363636362,136363.63419592046,0.0
9062-KINVER,20903532128.136986,14923503.179115167,25126616.61028573
9063-8ALPAT,1003017808.7857143,53111500.570569135,0.0
9063-8APV,2689313237.7232876,2523769.3002427635,2909163.3138265056
9063-8BPRIV,1933908367.4482758,101986315.379773,0.0
9063-8COLAB,4069436.0,203791.56598135477,0.0
9063-8INVER,37748022846.60274,60787579.442178115,52555175.40826154
9065-4UNICA,321554075.04657537,0.0,178739.8383488183
9067-0A,560889417915.2727,1273989351.3459823,390827905.1127934
9067-0B,25335089912.442307,36019771.65514904,18166514.582392327
9067-0BPLUS,15267715643.274725,22808214.397070017,11190274.795145312
9067-0L,535101586678.74023,1055420968.1333214,876694063.0209777
9072-7A,6989116122.572602,27549298.53499088,27328249.698451195
9072-7B,41065726323.4137,166120699.77297664,141698893.78473598
9072-7CG,7068808072.515068,17281858.081736878,18715068.493411094
9073-5A,2946099562.064742,24501350.56627512,17694766.529699866
9073-5B,791707729.3378005,6306280.904128163,4059753.0716216527
9073-5D,32021147315.109867,64002517.23798661,80454547.26262139
9073-5G,0.0,0.0,0.0
9073-5H,1100367754.859966,6625261.606423301,8871590.599375445
9073-5I-APV,791700483.5038245,7078631.0205859,5151379.48542088
9073-5S,8565439635.542756,21424992.986265402,16400124.490432253
9073-5V,0.0,0.0,0.0
9074-3A,12880261147.967123,12999072.189827297,20262268.583438694
9074-3APER,1375448145.2684932,2096293.0529975959,39644.91658361441
9074-3APV,484558354.7041096,598051.5699834645,374389.403560633
9074-3B,6418090490.846576,5753669.863688764,8827553.54537579
9074-3BE,5280741857.057534,64743972.60406852,1318493.1502664885
9074-3C,2021276895.2630136,2956776.806545334,3679071.1428940655
9074-3I,239409193.18630138,0.0,4109589.041170266
9074-3VIVIENDA,2534042890.0684934,922140.4174805698,1232089.7012010147
9079-4A,2399352591.189041,72328.7671352256,684282.8287641524
9079-4APV,37770621.00273973,5034.501396281918,522.7982909141369
9079-4INVER,46637408.55890411,41095.89054927343,821.4836375948493
9079-4PERSO,85525193.36438356,45013.70070081434,43556.014658376764
9084-0A,25908198797.10959,225895624.14404258,153634184.80314416
9084-0AC,101896409.1369863,1174497.4055015387,1378150.1114554128
9084-0AC-APV,159173814.1589041,6031654.397314254,3513166.922910384
9084-0B,10549000759.978083,45662281.07704305,18143409.310893018
9084-0C,9013765282.945206,41835847.783856556,22058527.25327911
9084-0D,21576797895.271233,93316797.65920658,48406989.83756166
9084-0E,20610358008.53425,121667576.80196883,73170620.60250926
9084-0F,49621013275.350685,238801997.12168893,136390341.3900648
9084-0H,6930914090.682192,39698110.89810369,29059041.93505098
9084-0I,5170087836.315068,40632602.33208108,29908287.278780278
9084-0M,122054.97808219178,0.0,0.0
9084-0SURA,14566881541.48767,42637260.27388998,130364607.11404493
9104-9A,3236906505.5152144,8676886.283206375,7844387.209776593
9104-9B,671703153.5908091,1003267.692197477,741572.3030393866
9104-9C,1425821636.0890095,3368310.8483617906,1907469.5711548496
9104-9I,3064301483.223518,20121417.587425817,15640958.340619374
9106-5A,24499933089.334248,181074205.25394234,184136632.07032883
9106-5AC,3811743.0356164384,187767.41916380427,347.90938184465756
9106-5AC-APV,6420228.145205479,399879.057608571,0.0
9106-5B,11110187697.50685,47701131.680650614,26373194.99705844
9106-5C,11594694020.731506,57022101.30181379,51244938.943232715
9106-5D,18828377823.29589,96651165.27624045,82002807.55755548
9106-5E,21006533571.345207,109200630.4475117,88686964.09015155
9106-5F,36872957856.02466,172361966.44117403,160866524.08585578
9106-5H,7337064647.827397,48793462.632910974,46340642.19226439
9106-5I,13410445494.849316,40454020.53647529,59524940.61366574
9106-5M,118615.26849315068,0.0,0.0
9106-5SURA,1773920304.6849315,22938082.191854633,31929803.635903187
9107-3B,574558759.507177,3750116.620224315,595806.9784214144
9107-3I,1252882949.9425838,11820801.668558376,7174641.852998688
9107-3IM,670877670.5981308,7476635.514018691,4672897.1964634275
9145-6A,1467816617.5945206,1247483.2635514794,6972880.844522557
9145-6AC,113834.22465753424,0.0,0.0
9145-6AC-APV,0.0,0.0,0.0
9145-6B,1096755929.3260274,1620033.1701117128,4300597.2060082285
9145-6C,1620218404.5726027,998804.0131986141,4504512.807572435
9145-6D,886736846.2630137,205971.18938523225,4132719.072856548
9145-6E,595148619.2383561,1205820.9915648527,2965844.695821408
9145-6F,2524997393.761644,3596463.890408385,12607860.801405765
9145-6H,101476853.20547946,1519492.7343548725,2806352.2634597947
9145-6I,295729832.6136986,220607.70684177626,895532.1379990741
9145-6M,117238.21369863013,0.0,0.0
9145-6SURA,58744459.35890411,0.0,644.7013393534247
9154-5VIVIENDA,3297260568.0657535,384402.44268115016,3217189.2336665727
9158-8A,4303064412.539726,6007301.947425969,5824435.348711065
9158-8APV,10602.87397260274,0.0,0.0
9158-8F,2640539924.2739725,8026508.818253602,6685725.705575809
9158-8V,1359784895.1123288,409553.10941401566,1237620.8427421125
9162-6A,29153521.42176109,10538.317737693294,0.0
9162-6D,0.0,0.0,0.0
9162-6Z,1012416427.7603505,0.0,3428331.9381487737
9166-9UNICA,697974724.0849315,6849.3362126197535,384726.82502270065
9187-1A,581537458.4152551,3981914.591294446,3102090.410733755
9187-1B,411852761.61887306,1346017.6849057793,1281572.7601218948
9187-1D,18200750.8477159,0.0,0.0
9187-1H,388571436.8865114,0.0,771050.972076361
9187-1I-APV,706391786.7583727,406483.3412774464,579164.404287433
9187-1J,134225186.90189314,873322.4931879157,979288.4308679169
9187-1S,17821183962.697,27007068.797626123,34740335.68450378
9187-1V,0.0,0.0,0.0
9190-1A,38128777780.435616,99541533.8906253,57034502.599505216
9190-1APV,4728559178.550685,25586134.078413747,25801035.181010775
9190-1APV-AP,14728003996.79,58093919.2051032,22723661.044334717
9190-1APV-AP-APV,19269722430.922806,16622429.4743225,11230138.343452798
9190-1D,123345676.96,3507452.366084021,95103.007649364
9190-1F,22446270902.553425,81413550.97245948,52467620.75324088
9190-1O,10452825708.794521,45554658.85167677,11618960.929518888
9190-1X,13291220876.002739,13782156.64063271,1816405.813590266
9191-KA,11615239645.043835,48818721.00872715,30591485.197533797
9191-KAPV,600987418.7232877,7240893.796240077,6270258.181052423
9191-KAPV-AP,435106273.48,1074726.2029481055,959594.11599803
9191-KAPV-AP-APV,1165482818.3157895,6894090.874194331,2589272.592030134
9191-KD,4008066.7333333334,180142.40940438944,5653.965525863733
9191-KF,8192006740.668493,37661261.66157164,26945671.065081697
9191-KO,4869577765.734246,43914835.9827433,22061772.74890564
9191-KQ,81925799.88767123,0.0,0.0
9191-KX,220063293.36712328,118587.87992159402,1775343.5150721825
9192-8A,40211493717.11507,116625608.6281168,69484813.71701936
9192-8APV,2168575983.569863,21801099.865407597,22055756.971226033
9192-8APV-AP,4041686321.81,34933810.20139708,17563759.37832628
9192-8APV-AP-APV,6210307544.936842,17442496.275419597,8595591.842053426
9192-8D,79394977.73333333,2595305.9202727666,34400.875880865606
9192-8F,34622735381.27671,112963805.18341517,77493514.31549758
9192-8O,4485230395.8547945,21730225.254396383,15188146.200952634
9192-8Q,82795352.46575342,0.0,0.0
9192-8X,1902470267.5972602,2434095.257455711,3327999.4737831578
9193-6A,6885834984.027397,21293898.596424952,12967558.47284914
9193-6APV,2650100306.7342467,21896057.192613304,18435778.7789355
9193-6APV-AP,8755322574.94,13540358.927242752,9885867.964784676
9193-6APV-AP-APV,11304348146.196491,19560010.72122448,13655544.712971482
9193-6D,29229456.426666666,1347670.1819325124,40085.92914244426
9193-6F,1636166792.2027397,6727916.361194681,4096489.2327117817
9193-6O,628937198.4191781,2152163.4930213634,251000.51498889647
9193-6Q,88285724.1589041,0.0,0.0
9193-6X,5351457496.884932,7340009.2195615405,1064476.627363582
9201-0APV,308990210.9917808,340018.8054093065,280013.53690129076
9201-0F1,37688325162.36438,32286047.933983028,59425772.29887011
9201-0F2,11749568263.758904,11706224.403159149,23788167.582711577
9201-0F3,7331278574.849315,9423041.605165642,17831468.061512277
9201-0F4,2926477870.235616,15338899.991731897,15883431.733544212
9201-0F5,28223100002.08767,105765014.55781266,121985656.12088598
9201-0IT,0.0,0.0,0.0
9209-6A,7309191754.88556,17865152.440582067,10017050.247244457
9209-6ADC,4281379499.03928,10527926.691350384,4019133.1799734114
9209-6B,1740615863.4603195,14502695.216683337,10866408.799381832
9209-6B-APV,329599412.16287476,1856825.4084262091,648936.033610607
9209-6C,564490109.4932946,5638915.197835834,3305601.9891444487
9209-6F,622700412.8463064,0.0,0.0
9209-6I,3271658323.694359,17833418.051735997,5539253.051366184
9221-5A,11679564970.003471,54050506.1366081,39151322.82773352
9221-5APV,1555741871.5378075,9678580.418545539,5967951.459193537
9221-5F,18838132701.679863,107193266.36867602,61797968.67232111
9221-5I,13412228769.422306,61891513.49838993,44325466.06558027
9221-5P,226424902.83794364,3007852.534675879,3059111.7068390814
9222-3AM,28348408303.10137,188887786.86462244,74813959.64781794
9222-3APV,1009214009.0739726,3198509.9008708037,2127168.1998750744
9222-3EJECU,46200208264.00548,155450830.3918239,103655438.60879126
9222-3G,6307428713.980822,27101046.429939352,57949592.73104428
9222-3INVER,57059564713.117805,159825972.70728046,93596822.2917867
9222-3UNIVE,74884292698.36165,370765988.55650884,267218288.99679303
9223-1APV,106821126.71506849,64597.64117531732,169522.89912621496
9223-1CLASICA,107670733.32054794,184233.3310109846,219877.54086225512
9223-1D,127687564.72876713,274988.20799176954,257570.90900503466
9223-1G,79649930.69315068,209948.39868518547,290569.26577553793
9223-1INSTITUCIO,16101428.150684932,102.55885250065752,0.0
9223-1LARGOPLAZO,30875688.2,54445.46823198381,2970.0571823752875
9223-1LIQUIDEZ,401935436.54246575,7992092.56899631,7389954.666668399
9226-6ADC,53325577396.92329,100252125.8252509,130959481.70905983
9226-6ALPAT,6461423861.147945,4398736.611406506,12839439.7173809
9226-6APV,261823560.62739727,0.0,1464897.95395225
9226-6BPRIV,10249015209.783562,5269099.838476152,14747834.741384096
9226-6INSTI,11557360527.419178,0.0,8944769.309346255
9228-2ALPAT,30823032129.750687,85734942.93827136,76724686.7530719
9228-2APV,10145615724.19452,25501330.03251671,19983879.70238222
9228-2BPRIV,43245598535.117805,300005347.59026927,122856851.7357677
9228-2CLASI,265212781431.46027,1268223002.044706,757695037.4995142
9228-2FAMIL,9823655.169863014,0.0,0.0
9231-2A,0.0,0.0,0.0
9231-2ADC,7390335641.535142,575204.3038101732,25312226.85811938
9231-2ALPAT,2004281438.9186273,4946234.50892858,2016219.1974521787
9231-2BCI,29868300444.334274,55056716.782617815,62565697.60450099
9231-2BPRIV,2702976660.581734,0.0,4140791.847901381
9231-2CLASI,13134878933.280613,27556417.125426155,19597627.176606115
9231-2INSTI,3009771250.866345,4872186.131071435,4802629.562174591
9238-KAPV,3355226971.8630137,3845203.23977128,5319605.791122397
9238-KCLASICA,22840612608.29863,37578764.70323464,74398288.30084035
9238-KD,2508815474.610959,4104914.489286729,3988458.838888949
9238-KG,1306018073.589041,1990081.9501999652,2378104.464075178
9238-KINSTITUCIO,17751694012.07397,57851828.052329674,54751936.29072177
9238-KK,12760603934.263014,0.0,23504279.741541103
9238-KLARGOPLAZO,911242006.6383562,1168789.8955825227,3318586.755402128
9238-KLIQUIDEZ,21852967538.07123,130807548.36374658,136016801.35200474
9248-7APV,55016.4375,5625.00066789,0.0
9248-7F2,100101.8125,6250.0,0.0
9248-7F3,75058268.25,4686285.6875,0.0
9248-7F4,2761735886.5,4477272.730688644,6818181.8186534885
9248-7F5,1547104031.8636363,0.0,0.0
9248-7I,2883697841.355685,8849032.169518234,12619892.82552031
9248-7IT,47538654969.2,107945205.4794708,61277316.481779836
9248-7U,3043178176.865889,6639234.796128883,15214338.3650178
9253-3UNICA,533799179.9315069,83210.5949041126,256369.29432250914
9254-1ALTO,1038921639.0054795,6401804.997065062,1216733.510474309
9254-1AM,0.0,0.0,0.0
9254-1APV,402141441.9972603,628104.6491211078,666238.0147471629
9254-1EJECU,2423957914.271233,16270767.299404567,13071689.962354405
9254-1G,256377958.860274,1974810.6797000454,1994141.139265577
9254-1III,65503336.90684932,3237.9479336756717,0.0
9254-1INVER,1556210326.8547945,6972695.576337076,6099244.904639851
9254-1UNIVE,2642738380.6054792,25845037.225166306,20101896.842848353
9255-KA,1504814471.3095238,2831720.965671241,3206624.7587495176
9255-KB,106802560.0467033,87776.97453041693,115022.71777123272
9255-KBCH,18950475231.417583,76840659.36893041,64505494.52507867
9255-KC,255154473.16666666,413356.73737526376,306992.41808355
9255-KE,24980486.92857143,9.621582385714285,1986282.6290351965
9255-KL,1523830566.8850932,6732480.466579872,5924856.278069106
9255-KM,299812160.0031056,1906452.9437686645,1423958.2200609522
9259-2A,1628884249.7670455,4671122.312921173,4783558.561121941
9259-2B,21722543.75284091,223579.54527886212,281206.7622545379
9259-2C,416493169.3238636,847027.5968903556,2123778.654900937
9259-2D,9300482698.292614,70035293.85402407,75461520.5959769
9259-2E-APV,32639634.230113637,334059.88917747675,736733.6877242244
9259-2H-APV,179083864.6818182,1492592.360824146,890383.4122822519
9259-2I,2874193720.5738635,7400140.835948417,4824461.895148795
9259-2P,61443648.06818182,0.0,0.0
9260-6A,120123168.16761364,2504465.514950892,922090.0906747405
9260-6B,12408550.122159092,17989.812216700226,23684.317960420707
9260-6C,519317068.68465906,1026681.5939550427,955679.6899516254
9260-6D,4678310825.235795,72429149.65755038,56218357.654332116
9260-6E-APV,34838216.84375,1373849.8978268274,524867.8466448108
9260-6H-APV,11995994.363636363,56929.79273067536,12018.533046366478
9260-6I,1206515001.9176137,4108936.5941814217,2660655.4829489063
9260-6P,38561853.13352273,1145621.6109472306,357248.4206864201
9261-4A,6352469.127358491,138186.49556053517,9433.962426193302
9261-4C,15357572.882075472,4952.829494277358,21668.29289869651
9261-4D,113185880.24528302,333910.47172080766,40754.89669731174
9261-4E-APV,0.0,0.0,0.0
9261-4I,3562526617.25,12321021.067448866,5978998.084095049
9291-6A,11665226621.246574,23985929.254191678,22484356.34745651
9291-6APV,436364802.86027396,627633.0075656183,442402.6403059043
9291-6B,7080429261.271233,10800383.295738569,8943308.22537047
9291-6BE,6243268160.312328,69722602.74027954,9007686.503280604
9291-6C,2395819589.8849316,8746381.050440283,6141382.229924936
9291-6I,253064087.38630137,2739726.0274289446,2739726.0272135637
9291-6VIVIENDA,5171123724.383562,3528974.6928117326,2291403.6874615923
9294-0A,131028931.42,0.0,0.0
9294-0B,0.0,0.0,0.0
9294-0BCH,27305891679.42033,28887362.648232926,35052983.25582385
9294-0C,76325940.68,0.0,3302533.0949936826
9294-0E,128308056.04,0.0,12705023.939927172
9294-0L,107994512.79936306,2547.770825534522,15396.26315873637
9294-0M,97174170.4267516,8446.500232221784,33468.16470391841
9310-6B,11062082.94520548,3.736688044,102825.74157057311
9310-6D,0.0,0.0,0.0
9310-6E,52079986.40884247,0.0,746166.2668552026
9310-6F,3312.2602739726026,0.0,18.739726257534247
9310-6I,245046.78356164382,0.0,939.095931628
9310-6IM,0.0,0.0,0.0
9345-9A,103543651.09817758,2791633.773552509,8304.465508624444
9345-9B,8175154699.154121,8590860.57336266,4617939.919639553
9352-1CORPO,8202041168.058444,9075708.334169328,9173908.92502591
9352-1EJECU,9411566068.66126,9363305.85936278,10163977.019767335
9352-1INVER,6563206142.345009,8272636.095264985,6314423.134649844
9352-1UNIVE,14133640457.314777,40775197.903748326,22006626.43140824
9362-9A,2625711640.547945,9634502.810482457,15463240.480638595
9362-9B,10276225458.68493,31811551.540212575,72197039.94986163
9362-9C,3873175864.9649124,28277517.887582086,3047384.677215542
9362-9D,18908136460.60819,154087906.62958542,14047493.983707603
9362-9I,126985435.3220339,2669652.5639344235,50847.45706027525
9365-3A,182062311.31041098,868803.244623445,0.0
9365-3B,2077619338.7291503,8475212.107068539,3660262.869148863
9365-3I,2069042879.7511587,576026.2680774269,5137677.118614029
9365-3IM,0.0,0.0,0.0
9365-3U,5352284559.147547,0.0,22026633.88699942
9371-8ADC,13465850708.70408,52297041.00400881,7251894.374866297
9371-8BCI,122776689.231017,339701.7581902232,0.0
9371-8BPRIV,4194768685.819667,4430242.87289954,11380642.64834034
9371-8CLASI,187610254.98185486,782156.0198895847,0.0
9371-8I,3211235751.907793,3395588.146845864,2367691.8322211774
9372-6ADC,18874237950.785393,43419107.46985476,12523018.559601068
9372-6ALPAT,165165524.79047075,597486.0222012806,0.0
9372-6BPRIV,612619938.4701973,1979930.1210736935,0.0
9405-6APV,12363365.002739726,104796.46848339667,97762.06186783999
9405-6EJECU,919314025.789041,1767810.8820270204,1474999.227820386
9405-6INVER,1736683620.1945205,3821020.205711384,1923987.5230031514
9405-6UNIVE,2963056625.9534245,7914952.994868688,8545826.459223513
9426-9A,148984766.79245284,205833.85354094242,671362.1477130826
9426-9B,19652075.38679245,118526.34472118183,195874.2685430683
9426-9C,273102963.0188679,241330.6644428157,87632.09718660779
9426-9D,2439793245.3301888,10595281.312133268,16184842.521235652
9426-9E-APV,37838081.141509436,199701.58492554553,0.0
9426-9H-APV,71802569.60849057,3820.754651265189,0.0
9426-9I,5949729.905660378,0.0,0.0
9426-9P,0.009433962264150943,0.0,0.0
9428-5A,5189370428.09589,15515075.1286362,19626947.040673323
9428-5APV,17518348097.517807,20756018.330323897,11935866.328168642
9428-5APV-AP,6081500.660869565,50887.965217391305,0.0
9428-5F,4568397046.0164385,10336556.46283303,6826008.320314037
9428-5P,1057691854.6383562,1789208.87359748,2524837.7386822193
9429-3A,17791379246.238358,56869104.64377971,39117105.25413381
9429-3APV,43184519288.74521,37966517.916530825,16633643.8756808
9429-3APV-AP,15201253.295652173,490800.1999080026,615.521754506087
9429-3F,14397782990.027397,24176464.33496754,12512710.50097873
9429-3P,7607840472.010959,25150419.83133107,24499414.05893807
9430-3A,15696501931.290411,39120207.023732945,41060555.71238003
9430-3APV,18753286790.41644,22244959.810303483,17611149.380022656
9430-3APV-AP,13076826.886956522,278534.87878371234,607.6520170789565
9430-3F,9711652135.610958,16966593.95630992,11449561.376000948
9430-3P,5101537077.421918,16296687.261022087,20275872.17026473
9431-5A,5028405583.79726,15076251.69313768,17337797.948642164
9431-5APV,26330113017.72329,16731802.616315207,17002246.039085247
9431-5APV-AP,19993328.060869563,587824.8958420098,1961.730855820174
9431-5F,7496978044.473972,10192510.086650016,7619303.212228297
9431-5P,1817348780.3890412,1384466.835336016,3467126.163957597
9432-3A,13006636630.726027,45785946.68252902,37966953.9749427
9432-3APV,17632605343.736988,15521337.889700618,13667964.490780143
9432-3APV-AP,5203237.591304348,44901.147826086955,0.0
9432-3F,9253069140.476713,13486541.063153086,5174316.117302652
9432-3P,6229789492.953424,26543905.698477242,21698516.85861143
9440-4UNICA,13207622040.408218,0.0,5269805.6224718075
9445-5ADC,111476059.22940277,0.0,0.0
9445-5ALPAT,3587502098.309252,30978537.51029775,1295339.937799316
9445-5BCI,0.0,0.0,0.0
9445-5BPRIV,2009725848.4166968,6951217.844326914,0.0
9445-5CLASI,18723955106.263947,142787465.17040485,31495636.970437992
9445-5I,0.0,0.0,0.0
9449-8A,1089262433.2134757,6717757.073358889,3109657.8227767088
9449-8BTGP,3433628498.2611656,0.0,7502925.874573753
9449-8I,0.0,0.0,0.0
9450-1A,514884.32602739724,3891.4936043780554,2259.355838165233
9450-1B,413219293.3863014,308316.02716391056,830070.7757362137
9450-1C,4037483062.9123287,1372579.8144891465,9639287.759830099
9450-1K,530673158.9342466,878832.8465918484,1886802.7163640049
9450-1LP180,5195020885.523288,4550351.983439385,16429638.381313384
9450-1LP3,312230750.6821918,117017.35057850019,993404.2855390877
9450-1PLAN1,3810299.117808219,30952.397261307644,16379.948051530768
9450-1PLAN2,9797178.638356164,44508.600148499994,11622.928812534987
9450-1PLAN3,78375557.23835616,11207.484199127808,516016.0183456942
9450-1PLAN4,153201486.6191781,146706.15453229085,726686.2497027253
9456-0BCI,162128994.56825,0.0,41762151.42852687
9456-0BPRIV,468814820.28146255,0.0,0.0
9456-0CLASI,93392700.25915,0.0,0.0
9456-0I,1233392930.333525,0.0,0.0
9457-9UNICA,13707320437.136986,0.0,7218531.465807503
9473-0A,7148272768.479452,11513220.598374777,20610866.090623546
9473-0AC,139525085.98630136,486104.53142490453,26094.05045382041
9473-0AC-APV,237033766.90136987,735006.6795842645,118098.85964347704
9473-0B,12306068326.536985,6683142.917804398,19671073.022566188
9473-0C,21859829616.410957,13917779.862908969,29223623.584100053
9473-0D,47074371416.60822,25260748.612184357,72196102.01435345
9473-0E,12649773956.827396,14203565.47490823,26172782.157633785
9473-0F,42713510464.50137,29741118.33067598,70600100.2260053
9473-0H,10489038861.646576,10759144.680313589,24034146.872524273
9473-0I,713689599.9972603,1477546.5864949755,2165387.847583344
9473-0J,4591631.465753425,94930.25192796592,40254.22086217184
9473-0M,127485.23835616438,0.0,0.0
9474-9A,6970627236.408219,20754639.541869298,19431670.793407645
9474-9B,7077712481.665753,13248060.529211747,12500678.244478263
9474-9C,12817548686.10685,29403959.187828936,17941402.042456843
9474-9D,14237914267.764383,32971191.44278873,32205927.966208648
9474-9E,9297026378.58904,29932360.46633454,23872204.125937738
9474-9F,18012200844.939728,46354980.99379893,41519096.252981044
9474-9H,2204626577.739726,8542708.281798575,7445640.740037053
9474-9I,593896422.7232877,891772.3809089577,1353997.1203403142
9474-9J,87036367.5369863,110740.3315421715,0.0
9474-9M,115960.62191780822,0.0,0.0
9489-7A,864066811.1395348,367080.5022224631,3791378.75219704
9489-7B,77778799.43131869,642651.8076379332,654333.7868982793
9489-7BCH,55376282735.88461,182428571.45283717,128379120.9005782
9489-7C,656301929.3953488,184348.88640120957,3771987.846170144
9489-7E,101428407.86046511,1.644797148139535,20222163.740125336
9489-7L,773707481.0560747,7720833.093628067,7252138.836326242
9489-7M,597601416.6074766,1250851.742324661,815573.2138294341
9489-7P,3633106141.7637362,428611.0285818464,26402616.42150278
9490-0AM,3169904096.6206856,39828209.11538984,39671989.59749569
9490-0CORPO,1998633937.6922252,29713778.14476284,14779263.255478747
9490-0EJECU,18332890951.708134,50477592.42021908,14253254.676517991
9490-0INVER,3835007460.3705096,15538813.572694413,5026811.814251688
9490-0UNIVE,17929936053.707336,96537719.47136128,29905939.56283464
9511-7ALPAT,307134468.7315068,481310.1863114836,2329810.10089131
9511-7APV,90502205.70136987,4017.2629611333705,34728.41186160471
9511-7BPRIV,132357180.2739726,0.0,136986.30137865603
9511-7CLASI,1366725371.969863,2475206.750451271,4369080.917450129
9533-8UNICA,1741806721.279452,184721.07040000003,947951.7082958904
9537-0ALTO,408563071.4355828,2604416.983537877,0.0
9537-0APV,152253613.6630137,474190.83376221894,96843.84973364558
9537-0EJECU,3320149348.468493,2684331.1750611835,6889046.039413451
9537-0G,13186901.150684932,485201.99142286327,447474.681330791
9537-0INSTI,0.0,0.0,0.0
9537-0INVER,1276007470.8767123,1393716.8222134497,2191795.212766437
9537-0UNIVE,1326998117.6273973,2769520.8305873415,3289404.3120115018
9539-7D1,96781957688.1691,344566824.2496533,370192842.6566751
9539-7D4,0.0,0.0,0.0
9539-7D5,13387636113.008747,33264109.83915929,95236614.47993746
9539-7F1,97095241718.27272,83323801.91578133,198750904.52803317
9539-7F2,19236550.04761905,7952380.950549389,3809544.0
9539-7F4,29463464.09090909,5351789.317912902,0.0
9539-7F5,6360392713.727273,97498873.49584775,40458159.355820544
9539-7IT,922272252.9917809,11452054.794685757,11489202.650012612
9548-6ADC,457151608.540146,5016771.903672398,345307.17639998667
9548-6B,946678254.1643835,182312.8314172211,212654.76988369238
9548-6B-APV,25445497.531506848,88052.15089229541,10443.940360529534
9557-5A,2438038912.0156446,0.0,4516294.318311837
9557-5APV,20506888.452203546,0.0,80392.12428132372
9557-5F,20360035.776861176,0.0,86393.27605129412
9557-5LV,0.0,0.0,0.0
9557-5Q,1706373888.063907,0.0,3110067.566658419
9561-3A,1049394621.06,66644.042315625,463324.0034517148
9561-3B,247006303.75274727,792023.1804058945,745472.7166786068
9561-3BCH,188564518436.84616,147912087.93002707,340920329.7074672
9561-3BPLUS,642539603.2060606,9681444.344399275,7970087.369604372
9561-3D,1115591877.4444444,149187453.00821325,0.0
9561-3E,90070650.4,6.308430678,19252508.67528958
9561-3L,7696258243.050956,49200813.27586035,22609113.300228566
9561-3M,1836966560.44586,8692856.635572135,6072788.848094459
9564-8A,10958339909.156164,24451488.974244695,67681829.33086154
9564-8AC,335165211.1986671,0.0,2292963.752077944
9564-8AC-APV,859649024.1561644,0.0,10622324.314077154
9564-8B,13628291883.205479,5144718.336571064,58597573.9773668
9564-8C,20212948551.934246,10520844.820711019,53687603.8409845
9564-8D,29046842632.29589,11514237.056696348,139869148.9570793
9564-8E,16277865063.046576,13738743.759632073,97468299.00124457
9564-8F,40488836626.01918,24476479.230319656,238643950.93332908
9564-8H,8659011161.7863,4922790.962144354,52103539.71713176
9564-8I,2900197981.9589043,3983385.397181524,23368930.953131534
9564-8J,366880610.260274,0.0,3408405.6791156703
9564-8M,1065599176.7424657,5479452.054902457,17597447.571508035
9575-3A,3446582840.5616436,20169520.40411497,14397013.63119152
9575-3B-APV/APVC,321635090.3452055,2384943.7572778943,723987.1353795625
9575-3CUI,13478193576.745205,29712993.05200792,9095112.786048265
9575-3D,189842451.33972603,343150.0048711457,739726.0274904452
9576-1A,477776963.769863,546016.399517648,698630.164357016
9576-1B-APV/APVC,301769981.6657534,235160.42180045854,111688.17332768714
9576-1CUI,5047108881.30411,4220675.748282869,3199563.136797384
9576-1D,932171066.8547945,0.0,602739.7261241039
9577-KA,2758094139.5561643,11990284.798725279,10648186.324048525
9577-KB-APV/APVC,941260691.6849315,6046032.0620876355,3434381.063270424
