field1,fundRUN,fundName,fundSeries,bloombergCode,APV,aafmCategory,svsCategory,svsCategoryId,currency,fixedRemuneration,variableRemuneration,investmentCommission,rescuedCommission,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
111,8980-K,ASIA EMERGENTE,A,SASIEMA CI,NO,Accionario Asia Emergente,FM DE LIBRE INVERSION,6,P,26686,0,0,0,1310.5068,1301.9848,1324.6809,1393.7505,1375.9827,1359.7979,1339.7278,1257.3962,1232.2714,1305.5436,1311.0237,1288.7161,1179.847,1139.1561,1195.8044,1167.4293,1208.001,1177.6498,1212.3367,1266.9043,1244.4668,1189.9561,1187.297,1148.7804,1172.3544,1209.1986,1271.2148,1294.5999,1349.5229,1344.9463,1379.9944,1349.6107,1362.9216,1414.8686,1440.9628,1394.0163,1463.0982,1362.9598,1363.9959,1363.3205,1409.487,1378.1977,1344.2913,1394.394,1328.3166,1229.3122,1241.5197,1231.2542,1255.6535,1275.1075,1346.0081,1370.0508,1299.9915,1321.6513,1336.6216,1319.9524,1349.3931,1415.4147,1556.2417,1510.9466,1534.5425,1523.0049,1399.9203,1494.1158,1443.7161,1588.9542,1601.8833,1717.6155,1709.6083,1715.8766,1823.2467,1799.7261,1951.6519
126,8438-7,ASIA EQUITY,A,PRASIAA CI,NO,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,56068.7417,0,0,0,1228.6879,1217.4144,1221.3561,1248.0275,1235.6704,1230.171,1216.902,1145.629,1125.2236,1181.6612,1186.6996,1174.6379,1079.1627,1029.8043,1085.994,1064.7301,1101.5605,1073.257,1124.3436,1183.2398,1162.9534,1125.6805,1116.3843,1082.947,1112.1758,1145.9281,1209.7729,1232.5984,1280.976,1277.9417,1311.682,1279.0585,1287.3383,1343.2046,1371.1723,1326.7339,1383.1095,1292.5422,1293.3624,1300.1818,1336.1815,1306.4596,1289.0539,1334.935,1268.6946,1185.6621,1196.8375,1195.6213,1210.6345,1224.9654,1297.4909,1320.7513,1263.7597,1281.3041,1297.1706,1275.2994,1301.9457,1366.0631,1509.6429,1471.4344,1497.1002,1477.561,1335.8139,1423.0607,1368.7927,1508.8531,1508.4351,1609.7347,1605.1758,1623.5111,1726.139,1709.0123,1862.5494
238361,8613-4,ASIATICO,A,CDSASIA CI,NO,Accionario Asia Emergente,FM MIXTO,4,D,34.66,0,0,0,2.5679,2.6245,2.5899,2.711,2.6421,2.5255,2.3805,2.1309,2.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237014,8517-0,ASIATICO ACCIONARIO,A,LMACCAA CI,NO,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,2038878,0,0,0,800.8211,796.3673,801.7094,836.8209,816.1019,807.6233,782.6458,736.3401,725.9067,776.3427,776.0652,756.0027,698.1819,676.6201,720.7582,697.9986,716.2401,705.6036,736.7124,777.3342,763.8368,740.1167,739.7084,718.8722,737.4329,758.7329,798.9586,812.2377,850.0244,845.5882,869.307,846.9028,850.2699,885.181,897.0052,865.8589,909.3895,842.3992,847.4208,848.167,868.571,851.3285,843.2274,880.0316,840.3105,784.5968,791.5595,790.4665,798.1693,799.5239,842.9503,855.9216,812.4929,823.1327,829.7096,820.4929,840.4469,880.231,971.9405,949.1238,962.5279,,,,,,,,,,,,
204,8193-0,BALANCEADO CONSERVAD,A,IVSTORC CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,835169,0,0,0,1544.5143,1559.4834,1567.1843,1566.3496,1576.0758,1576.7846,1601.6637,1588.9574,1571.2684,1596.0601,1607.1992,1596.5874,1568.7757,1562.4465,1571.8189,1569.4162,1594.8043,1574.1728,1591.6433,1613.2615,1606.82,1596.4428,1578.1522,1591.3499,1596.3378,1618.4546,1643.3339,1655.08,1667.8156,1659.2382,1671.7227,1668.6569,1682.6212,1683.4457,1631.7219,1669.6747,1693.2465,1683.0366,1676.5515,1691.3678,1682.8617,1671.9539,1683.0086,1682.1554,1682.6834,1662.0647,1670.8613,1683.3468,1706.5654,1698.2779,1712.9155,1718.1408,1726.8079,1750.2968,1763.6558,1767.6527,1784.1676,1705.1101,1616.9635,1660.6258,1657.6747,1589.3704,1482.7479,1539.7776,1519.9744,1534.2391,1531.8453,1534.6612,1491.4411,1492.605,1528.1855,1551.0053,1590.7729
16,8302-K,BALANCEADO MODERADO,A,CONMTAC CI,NO,Balanceado Moderado,FM DE LIBRE INVERSION,6,P,998893,0,0,0,1235.4205,1239.5841,1245.2141,1236.8833,1244.9008,1249.1284,1286.2125,1280.0611,1257.6496,1274.8934,1287.2169,1278.3835,1253.1504,1239.2297,1251.9726,1253.9457,1276.5644,1258.5509,1287.8109,1309.1125,1293.5684,1287.2619,1267.7123,1271.8341,1269.1668,1289.5093,1321.5223,1335.8807,1353.9626,1346.5051,1359.5808,1351.7871,1372.1426,1383.2225,1365.8054,1381.3493,1409.2207,1376.5857,1368.9749,1380.7225,1381.5287,1377.4789,1378.9465,1395.4629,1387.057,1361.25,1347.5294,1341.0122,1372.6965,1368.4933,1384.4884,1396.4233,1399.922,1416.2221,1438.0519,1436.2353,1449.8417,1435.3242,1467.7295,1446.7452,1483.8517,1438.2795,1291.4484,1351.541,1339.0931,1371.0651,1363.908,1403.9819,1375.0791,1373.2728,1427.0515,1420.1151,1463.8728
238747,8043-8,BANCHILE-ACCIONES,A,BCHACCO CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,2632215,0,0,0,3188.9326,3296.3623,3245.2739,3282.4184,3220.425,3085.2515,3055.3197,2988.2356,2879.0414,2938.6752,2783.9497,2770.1668,2785.2852,2826.7628,2929.4111,2943.7072,2858.4703,2870.1186,2940.8632,2909.2524,2808.132,2954.1705,2856.9541,2795.3639,2795.7767,2902.7822,3204.9315,3182.0712,3148.3743,3054.2183,3302.4338,3346.4323,3470.2108,3643.3682,3140.3864,3462.187,3613.1781,3421.4619,3384.1682,3477.3941,3265.4872,3126.8624,3174.0818,3087.6217,3106.9354,2967.8767,2976.501,2948.3581,3088.7382,3054.7564,2997.4859,2929.7415,2760.3873,2842.3196,2737.7633,2575.5175,2726.7187,2488.7199,2349.3994,2422.3246,2369.8769,,,,,,,,,,,,
14,8807-2,BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO,A,BEMARBA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,1066342,0,0,0,1256.6326,1260.2132,1263.0981,1264.9461,1268.1713,1274.5983,1278.1164,1283.0913,1281.2609,1282.8198,1280.5754,1280.5046,1289.2347,1296.9258,1302.9406,1307.3013,1312.2722,1318.1546,1323.0912,1331.6389,1336.5683,1336.8051,1330.6624,1345.4617,1352.2758,1358.5997,1362.9043,1371.073,1372.4944,1375.9182,1379.6541,1382.4471,1379.2985,1377.5299,1378.4654,1384.7208,1392.9495,1396.9763,1400.0239,1403.0971,1407.0025,1410.9437,1415.2831,1419.3669,1419.6176,1416.3976,1421.6069,1427.4367,1433.2324,1436.5527,1446.1712,1454.1226,1466.911,1482.8103,1497.4762,1505.927,1510.9395,1494.5021,1485.0152,1496.3859,1504.1637,1492.5926,1485.1009,1522.9275,1543.2922,1543.5419,1541.8163,1549.2107,1543.5552,1552.282,1556.2496,1557.3972,1567.2963
224544,8739-4,BBVA EURO RENTA,A,,NO,,,,,,,,,1092.909,1092.9155,1092.9214,1092.9265,1092.9309,1092.9348,1092.9435,1092.9525,1092.9628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233149,8878-1,BBVA MONETARIO VII,A,GULTDTO CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,6461,0,0,0,1248.3382,1249.8669,1251.5694,1253.3989,1255.0325,1256.3568,1257.3418,1258.4404,1259.9851,1260.911,1261.852,1262.3688,1263.2199,1264.3612,1265.7323,1266.8518,1267.8241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238096,8889-7,BBVA MONETARIO VIII,A,TMRKTII CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,13491,0,0,0,1192.4313,1192.9748,1193.5519,1194.2646,1195.082,1195.9237,1196.3283,1196.7134,1197.1857,1198.0433,1198.9667,1199.4735,1200.3298,1201.4488,1202.6042,1203.567,1204.6548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237967,8978-8,BBVA MONETARIO XIII,A,MOXIIIA CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,17500,0,0,0,1061.1462,1062.6163,1064.2129,1065.9371,1067.7504,1069.4135,1070.822,1072.2582,1073.7336,1074.6852,1075.6775,1076.2666,1077.1579,1078.3012,1079.5995,1080.8799,1082.1766,1083.4713,1084.7589,1086.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238049,8566-9,BBVA PAISES EMERGENTES,A,BBVAPEA CI,NO,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,D,50.19,0,0,0,581.3153,591.3059,583.3131,612.6812,592.1301,572.1617,538.6535,488.015,474.133,503.7837,489.4343,477.5777,437.9626,436.3853,484.1755,484.8373,475.9136,485.0366,512.5303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,8430-1,BCI ACCIONES CHILENAS,A,,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,148369,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.9532,1298.8472,1195.3705,1297.0487,1313.6466,1230.7716,1193.7127,1149.0994,1298.0732,1332.253,1370.4007
216602,8064-0,BCI DE PERSONAS,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104.4603,5134.7444,5161.4799,5175.9061,5183.1999,5216.6769,5240.1614,5264.4826,5286.8829,5294.2823,5281.3765,5299.6501,5319.1264,5347.8536,5360.8789,5402.0517,5443.4649,5502.4511,5557.4468,5629.7278,5683.1827,5708.0871,5624.7194,5576.925,5659.84,5710.1211,5648.2951,,,,,,,,,,,
10,8037-3,BCI DEPOSITO EFECTIVO,A,BCIDEDA CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,993269,0,0,0,,,,,,,,,,,,,,,,,,100146.4546,100471.3076,601386.0552,603261.5297,605211.1878,607117.781,609079.7282,611007.4534,612692.104,614514.4889,616371.9663,617960.3948,619538.8006,621091.2454,622567.073,623982.4574,625450.0572,626889.7864,628407.5286,629930.3872,631297.8639,632791.861,634236.5014,635717.9724,637160.1895,638650.3863,640150.7918,641620.4309,643154.1292,644661.5047,646269.3251,647923.7008,649468.0386,651193.4445,652871.9178,654610.8833,656302.4744,657932.6433,659469.1692,660895.4102,662166.9582,663289.0979,664393.2278,665489.8983,666509.9611,667699.243,669320.6618,669667.6062,669887.7955,670089.5932,670243.9389,670369.9454,670492.5117,670599.7768,670716.5548,670833.4559
197471,9231-2,BCI DEUDA LATAM IG,A,BCINDLA CI,NO,Inversionistas Calificados Títulos de Deuda,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,D,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118
73938,8766-1,BCI ESTRATEGIA PESOS LARGO PLAZO,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.0609,1557.1362,1574.9272,1583.3716,1581.9494,1581.546,1582.347,1585.6303,1583.444,1590.0612,1597.3235
11767,8460-3,BCI ESTRATEGIA UF > 5 AÃ‘OS,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.2292,2042.9934,2115.3518,2117.1546,2110.8226,2152.1624,2111.3074,2138.3237,2155.6548,2172.316,2213.9087
48371,8064-0,BCI ESTRATEGIA UF HASTA 3 AÃ‘OS,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,91,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622.985,5715.0794,5810.5495,5797.3461,5791.7208,5869.6268,5834.5915,5892.2792,5950.691,5948.9792,6010.9798
23,8608-8,BCI EXPRESS,A,,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,319621,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13805.1765,13838.0592,13868.2147,13900.0928,13931.2691,13963.098,13994.1622,14026.3888,14058.7681,14090.5036,14123.5341,14156.6497,14191.7102,14227.6357,14261.0321,14298.2998,14335.0085,14373.5065,14412.2454,14448.0395,14481.7641,14515.7493,14543.741,14568.3666,14592.5397,14617.096,14639.9349,14673.5639,14703.8911,14711.2556,14716.5085,14721.1679,14724.7879,14727.8792,14730.3494,14732.5036,14734.6881,14737.0263
233149,8460-3,BCI GRAN AHORRO,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.2938,1811.6964,1823.9043,1829.959,1831.8314,1845.7557,1855.4103,1866.1218,1876.3752,1878.4311,1869.7331,1876.7242,1885.4421,1900.0206,1908.0594,1938.76,1957.9068,1995.4585,2029.8785,2086.2249,2130.662,2135.0666,2072.2824,2009.1676,2054.0806,2073.4487,2013.8482,,,,,,,,,,,
216711,8766-1,BCI RETORNO NOMINAL,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,118,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1356.5516,1359.241,1365.7223,1374.3151,1373.8795,1377.4034,1382.1601,1387.8376,1387.6329,1388.1711,1397.6055,1406.5409,1411.4901,1418.6725,1431.7365,1439.6186,1457.0379,1479.7138,1501.7278,1513.4427,1517.7671,1512.8885,1506.6357,1514.1926,1518.4268,1516.8925,,,,,,,,,,,
19,8787-4,BCI TOP PICKS,A,,NO,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,P,259062,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.6906,981.7771,1019.084,974.1357,955.4176,977.1401,955.1002,962.1528,922.9973,928.2312,920.9676,963.4875,940.9197,922.1489,904.9947,852.0655,869.0892,853.7369,839.4179,880.595,817.4469,771.8177,804.8974,790.3124,720.6155,614.7999,690.8459,635.1083,694.6354,704.9761,659.8873,639.5964,620.2438,694.4254,694.4254,694.4254
59,9693-8,BI DINAMICO,A,,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,297550.3473,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.9266,1005.3997,1005.0043,1010.4234,1016.2133,1022.711,1028.7371,1037.4718,1042.935,1046.6842,1028.5926,1009.095,1016.7394,1025.0792,1012.123,1002.7509,1012.066,1027.3986,1021.6913,1018.2732,1032.2962,1024.5621,1031.6727,1041.5624,1019.5929,1030.6414
64,9905-8,BI ESTRATÃ‰GICO,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,5947.5091,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.8723,999.8121,991.0367,994.8212,936.9493,948.7065
47,9690-3,BI LIQUIDEZ,A,,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,31104.8225,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.9482,1004.1815,1006.2005,1008.4417,1010.616,1012.7258,1014.5538,1016.1352,1017.7193,1019.2486,1020.5465,1021.7099,1022.7202,1023.5822,1024.3733,1025.3644,1027.1679,1027.3319,1027.4289,1027.4879,1027.5557,1027.6219,1027.6964,1027.7767,1027.8864,1027.9957
53,9692-K,BI MAS AHORRO,A,,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,45489.5593,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.5386,1006.3341,1006.1166,1012.2333,1019.7877,1027.9832,1034.3445,1043.6845,1050.0629,1054.0622,1037.7222,1031.009,1040.7059,1048.55,1032.5918,1026.0122,1039.0488,1056.7631,1048.9305,1045.371,1064.6988,1053.5856,1066.4734,1077.7883,1076.5147,1091.2329
236654,9691-1,BI RENTA A PLAZO,A,,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,7831.6603,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.8177,1003.4161,1005.4913,1009.8017,1011.7296,1017.7863,1027.1418,1036.0051,1040.0331,1042.6461,1028.1786,1019.7302,1016.6882,1022.3914,1015.5662,,,,,,,,,,,
236804,8178-7,BICE ACCIONES ASIA,A,BIDRBAS CI,NO,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,131067,0,0,0,1185.0596,1175.7494,1211.5565,1235.9592,1228.8054,1221.2012,1220.1928,1154.972,1134.7115,1181.8992,1177.0531,1166.8919,1073.601,1020.4864,1076.4734,1062.9615,1101.0705,1080.6799,1119.4998,1168.9773,1148.9762,1110.2509,1109.2754,1076.7106,1105.8505,1141.3024,1202.7874,1228.5901,1279.3975,1282.0381,1317.4644,1288.4867,1290.4554,1344.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236856,8725-4,BICE ACCIONES BRASIL,A,BBRASIA CI,NO,Accionario Brasil,FM DE LIBRE INVERSION,6,P,19054,0,0,0,668.5794,635.4829,579.7192,626.2783,565.1754,581.3285,530.1796,486.6261,428.908,439.2317,463.6158,425.5808,372.6961,385.3504,452.5453,484.1511,444.3415,493.0637,524.5166,551.0029,534.4205,589.859,554.2288,547.9607,589.7787,615.9729,615.4527,603.9842,583.8979,560.3972,607.9033,625.2178,655.4694,631.5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236769,8046-2,BICE ACCIONES CHILE,A,BICACCA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,183115,0,0,0,1082.3661,1118.7919,1089.2356,1111.9719,1088.7041,1047.0588,1043.0232,1031.5227,994.6693,1010.4866,964.3852,971.8073,984.2308,992.3131,1030.2789,1046.0644,1028.376,1029.7856,1065.7456,1058.845,1028.5925,1088.634,1052.6841,1036.876,1039.9613,1076.5859,1177.865,1178.8619,1170.3838,1137.7072,1221.4045,1253.242,1286.2577,1350.1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236782,8114-0,BICE ACCIONES EUROPA,A,BICBEST CI,NO,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,304884,0,0,0,1503.0199,1551.4764,1601.8518,1536.0294,1550.5843,1529.8527,1653.865,1570.3122,1507.8701,1585.1458,1663.5608,1623.4163,1486.4605,1429.111,1428.1997,1418.1066,1494.1512,1308.124,1365.4709,1421.2397,1386.0028,1331.4306,1316.3503,1352.9422,1326.7509,1328.6886,1416.4504,1477.8523,1556.0028,1521.237,1542.1645,1479.0994,1546.8617,1553.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236725,9223-1,BICE ACCIONES INDIA,A,BCINDIA CI,NO,Accionario Pais,FM DE LIBRE INVERSION,6,P,21507,0,0,0,,,,,,,,933.5761,941.199,938.6412,925.982,932.6293,858.2751,788.0358,842.3263,842.607,890.6138,856.0481,893.0703,921.6357,881.4389,867.7296,821.3921,803.5232,819.7847,861.7403,934.7933,962.9945,973.2133,953.6572,989.3721,939.0159,913.2135,965.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236938,9007-7,BICE ACCIONES JAPON,A,BJAPONA CI,NO,Accionario Pais,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,80455,0,0,0,1261.1385,1355.8486,1393.7434,1403.7596,1474.8551,1467.2318,1499.1139,1361.4743,1265.9267,1351.9461,1413.0081,1381.7288,1285.7093,1172.9525,1205.3297,1179.1169,1258.1621,1138.8405,1171.0012,1171.2021,1171.6095,1212.1197,1276.337,1296.0871,1286.9042,1293.2881,1298.7318,1309.7037,1345.7631,1370.4876,1369.1771,1363.9762,1417.511,1497.6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236879,8801-3,BICE ACCIONES MEXICO,A,BIMEXIA CI,NO,Accionario Pais,FM DE LIBRE INVERSION,6,P,105685,0,0,0,1247.3762,1328.2491,1314.8042,1286.5965,1304.2394,1330.3468,1367.3703,1325.7558,1314.9437,1407.6044,1433.0559,1347.6763,1298.8692,1285.8541,1337.4331,1336.7198,1315.2107,1278.4988,1253.6892,1305.3785,1223.257,1261.2755,1148.6692,1136.4978,1106.8688,1136.1366,1285.8164,1301.8893,1304.1987,1373.9837,1414.6266,1375.8597,1349.8712,1230.3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236921,8937-0,BICE ACCIONES PERU,A,BIPERUA CI,NO,Accionario Pais,FM DE LIBRE INVERSION,6,P,2318,0,0,0,738.4076,689.4713,659.4929,688.885,679.2566,696.5368,674.767,607.7247,605.084,612.0233,599.6332,579.8527,547.376,575.8249,646.2514,726.8058,713.2625,726.6273,796.2402,774.2958,762.3316,738.8864,736.1986,726.8071,739.481,722.22,736.2507,716.1735,742.6676,725.2624,742.5072,747.9255,781.4546,836.5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236885,8819-6,BICE CHILE ACTIVO,A,CHIACTA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,118147,0,0,0,687.3381,712.8103,698.9587,717.4287,703.2615,675.9546,670.4463,664.142,637.4108,647.3833,613.2375,618.0414,623.9036,628.9928,655.6548,675.5793,661.7339,663.9303,688.7464,683.4076,667.4189,704.1322,679.9487,673.7136,677.8874,702.6024,766.3021,763.9386,759.0852,736.1451,792.2317,815.0274,838.1377,878.0366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236843,8553-7,BICE CHILE MID CAP,A,CHILMCA CI,NO,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,77519,0,0,0,1062.2927,1120.0524,1103.0568,1100.0697,1066.6474,1024.5815,1008.7369,1007.04,988.4844,993.0363,972.8459,991.7602,1004.6138,1039.1818,1112.9738,1171.851,1162.32,1172.1984,1278.5606,1325.3891,1382.1943,1436.3701,1347.0046,1281.2823,1296.2455,1345.9748,1542.9246,1601.3997,1578.5688,1513.4202,1653.3981,1668.551,1717.8616,1851.1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236797,8142-6,BICE CHILE SELECTIVO,A,BICVANA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,54366,0,0,0,1080.8786,1113.2691,1094.0049,1120.2524,1107.5157,1066.5269,1059.6956,1047.6915,1011.031,1036.8332,987.9518,990.8135,994.9131,999.2644,1043.9,1056.7988,1029.1798,1034.6721,1067.1874,1065.8089,1036.0899,1096.0027,1065.5569,1055.9425,1059.5619,1097.0523,1200.2621,1194.6462,1191.7123,1162.9511,1239.2231,1260.6684,1301.2003,1359.0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235887,8935-4,BICE COLOMBIA,A,BCOLOMA CI,NO,Accionario Pais,FM DE LIBRE INVERSION,6,P,15408,0,0,0,845.0421,795.851,740.3856,840.0939,732.1915,756.1933,720.224,665.0158,662.8382,703.9777,610.7587,626.512,626.1949,639.4941,717.1621,754.6483,692.1088,718.5719,675.2595,755.6142,727.0098,713.4185,673.6912,725.6851,723.7551,708.2271,756.7435,745.9846,790.5477,760.0726,770.0178,747.2615,762.8548,705.9997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
