fundName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28
BCI GESTION FLEXIBLE,201839.966,180734.38419999997,199839.9306999999,196678.5956999999,201998.56019999983,194175.13169999982,196999.5253,193600.78079999998,184436.99499999997,190907.8601999999,183002.57219999985,188693.89659999992,188693.61749999993,177316.36669999993,189581.74649999998,184470.59920000006,190598.7871999999,185610.72060000006,194609.45579999997,194964.96819999986,187757.70499999993,193800.67949999994,185249.9176,191487.31000000003,192200.71289999993,174627.0344999999,193195.43489999993,187165.71529999992,197857.39829999988,192007.32849999992,198283.30290000004,198545.83550000004,193599.83999999994,202778.28459999998,197737.13810000004,205951.50949999987,210078.11979999996,186638.7290999999,205561.19759999996,196855.5053,204235.91619999998,197848.04169999997,205525.08869999993,206264.86929999996,200199.52279999995,203756.38629999998,194547.21569999988,199322.1738,199026.71690000003,180150.74099999998,199584.832,196488.25919999997,199458.25349999996,193609.92009999993,203077.49959999998,198345.71330000003,194408.52219999998,200281.55169999992,196690.34599999996,204073.56389999992,205278.6876999999,191250.82049999997,183642.1026,185229.86789999995,193853.26600000003,191503.66139999987,199547.42439999996,201291.21939999994,194519.7548999999,201551.43919999994,198022.84399999995,207059.26870000002,209178.20000000007,88444.94529999999
BCI GESTION GLOBAL DINAMICA 80,241434.32370000027,222940.9384000001,250685.8487000002,241989.69160000008,247897.62480000017,243629.32690000013,253759.39820000017,255794.7341000002,240734.44600000003,251854.86770000003,250140.35030000005,255578.11890000012,249485.76960000012,227235.4361000002,246046.52750000023,239354.10610000018,248633.64490000013,241164.4024000002,249968.6553000002,253131.3666000002,246093.40060000008,254403.6490000002,244255.8780000002,252633.08560000028,253861.2046000002,230254.67970000004,263215.5663000001,257651.16510000013,273227.8803000001,264747.04360000015,274632.20160000015,275125.7000000001,266051.6816000001,280289.7374000003,272287.9244000002,281680.2863000001,286391.2411000002,252338.52130000002,278321.99140000035,267952.65440000023,281274.4948000002,269798.6904,279713.1441000001,280538.7712000002,274542.22250000015,277106.4485000003,265564.0308000003,271150.2929000001,273727.20530000026,249203.21390000015,279394.8015000001,273798.3069000002,281704.2794000001,274880.3661000001,288015.3888000001,284156.04850000027,280141.9002000003,292360.6306000002,295706.7163,308220.7545000001,316185.72830000013,296576.5934,98756.73130000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI GESTIÃ“N DINÃMICA CHILE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52250.085899999984,85409.04449999993,88394.52339999999,88898.05470000002,92773.26339999995,90871.82230000003,83752.67000000003,86012.08639999997,88050.60570000001,93848.87439999996,99612.9414,43750.854199999994
BCI GESTIÓN GLOBAL DINÁMICA 20,243784.30739999993,223215.09809999992,250009.8571999999,241670.60859999986,248910.77859999987,243496.02279999974,253491.8569999998,256067.03669999988,246171.55390000003,255072.49929999994,248472.1581,256291.6294,255213.55620000008,238376.61310000002,255772.94639999996,248080.6372999999,257897.01899999994,250599.64369999993,260020.47119999988,261512.5573,254232.48300000004,263396.95329999994,252792.7222000001,261739.73070000001,263608.25269999995,239354.4912,267403.7910999999,260662.59569999992,271249.2179999999,263185.6186,271643.8136999999,272542.3109,264351.13769999996,273302.8768,264707.4091999999,273777.1131,276248.9410999998,248699.55920000002,275185.56749999995,266396.54559999984,275879.0704999999,266325.14709999994,275689.4754999998,276400.2997,268003.8151999999,275698.6811,265953.46899999987,274223.46419999993,276121.9963,251076.66510000007,279276.83179999987,272740.05390000006,282463.8372999999,277787.1309,289951.60869999987,292102.78399999987,284576.35549999995,294468.22350000014,284839.14369999996,295835.6589999999,299525.1769,279987.961,95262.04670000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI GESTIÓN GLOBAL DINÁMICA 50,225439.08910000016,206577.64570000005,231226.46900000013,223574.69450000004,229736.55610000013,225106.25970000017,233783.5541000001,235145.31690000024,224736.2735000002,233505.1396000002,228596.33630000008,234477.4365000001,231745.28800000018,215116.5078000001,232176.36390000005,225898.02770000006,234776.95440000016,227888.45980000027,236613.27380000017,238635.3412000001,231885.85970000026,240148.80340000015,230498.9594000001,238012.71130000014,239253.0536000002,217099.23010000007,245278.0276999999,239885.8560000001,251918.4192000001,244155.59259999997,252483.54060000012,253093.18380000012,245048.15500000014,255567.8548000001,247573.9754000002,256074.13040000023,259354.9277000002,231021.09350000016,255068.5159000001,246506.3728000001,256776.89200000017,246826.52090000006,255177.54450000022,255708.6934000001,248912.9885000001,253691.3394000002,244020.11290000018,250747.27330000018,252957.54020000025,230008.57130000013,256613.1450000002,250869.82470000008,258628.26350000018,253370.0655000002,264808.45890000014,264102.2008,258837.43800000002,269040.01279999997,265525.8862000002,276227.7938000002,281513.77680000017,263348.0678000002,88645.02559999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI GLOBAL TITAN,267339.60429999995,246073.2723999998,273494.57249999983,260882.7320999997,270446.78779999976,266449.15859999985,280726.2311999998,288103.66189999983,269983.1228999999,284731.8319999998,285127.2850999998,291765.1179999997,284681.03799999977,258434.32019999975,278578.31819999986,270943.20719999983,281420.05869999994,273477.0988999997,282312.6002999998,286052.4923999999,278800.36749999976,285849.3255999998,276320.6504999997,291612.6810999998,292058.9839999998,261651.82359999986,298991.7917999997,286215.14639999974,305923.1124999999,295169.68399999983,303242.7517999998,299504.87809999974,284352.60999999946,299822.89029999956,294579.9819999996,309301.7075999995,308167.13279999944,270017.56819999963,299973.1332999996,286011.00269999966,307680.55629999953,302739.0980999997,322333.49419999967,331871.98009999964,327970.26889999997,328212.7619999998,306551.05539999984,302589.0411999998,303331.8295999998,275841.6642999998,318170.4323999997,318171.50999999983,334406.78389999963,324227.96579999966,344190.4801999999,344730.2523999997,343013.2116999997,357850.19809999975,381500.4185999996,397145.3473999998,411428.47409999964,394157.69529999985,358756.0113999998,380008.9571999999,400293.25559999986,394533.23729999963,417785.9636999997,440615.64429999987,416937.7582999998,436979.6309999998,422766.65319999965,437062.93039999966,443232.3830999996,191790.70919999987
BCI GRAN AHORRO,240129.78400000007,218730.81190000012,271850.8939999998,266041.57079999975,275019.96789999993,267419.53470000013,278243.8884,280457.4235000001,271351.4826000002,281303.05310000014,271667.33410000004,280716.96329999994,281586.84479999996,266211.55009999993,286170.71759999974,278263.3098,288901.14530000003,281037.9804,292002.31339999987,293956.8631000001,286876.6475999999,297166.23309999984,283148.59310000023,293743.784,297577.74969999987,270746.4188999999,300443.83450000006,292642.58959999995,302627.00890000013,293360.67810000014,301869.9402999997,302726.8560999999,293331.64190000005,300693.12250000006,292371.33400000015,307489.07979999995,360056.86960000003,327189.4560000002,363465.8930999999,352694.8897,365539.25379999983,355942.61459999974,369011.8466,371564.6013000001,360000.13820000016,370555.6087000002,358658.79990000016,371685.88450000016,373554.1307000001,339492.3885000003,378443.49550000025,371540.4959999999,386820.3774,383654.029,400692.6561000001,412996.2335999999,401984.8646,413156.03120000014,382564.03580000025,395001.21719999996,402531.5267000003,374918.98530000023,128232.1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI GRAN VALOR,315677.0346999998,287330.7011,320025.4577000001,309939.84099999984,320541.4279999999,311645.9106999999,324054.1076000003,326284.77030000015,315760.6695000001,327360.3493000002,316466.5514999999,327199.83749999997,341334.75360000005,339659.60360000003,364920.03250000003,354777.13679999975,368516.0434,358750.7415999999,372904.4493,375617.2217999999,366732.3760999999,380126.06050000014,362436.042,376266.4608999999,381176.1162,347043.8517,385428.36639999994,375593.34090000007,388409.91989999986,376596.5561,387661.45600000006,388733.30609999975,376580.4476999998,385899.77929999994,375290.74020000006,387762.9481,390544.36140000005,355069.09569999983,394570.72239999997,383080.1125,397067.89319999993,386737.1806999999,400871.6295999997,403632.0354,391097.8802000002,402536.4274999995,389733.5020000002,403967.9535999998,405933.6310999999,368379.87350000016,409881.04730000003,401272.47610000026,417490.98019999993,412147.33759999997,429415.24119999993,439611.42980000004,427767.92230000044,440983.68130000046,414623.87530000025,430233.16559999995,437247.8150000001,408637.67689999973,140273.43489999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI LATIN AMERICAN CORPORATE BONDS,11718.372500000005,10620.9459,14390.927700000006,14737.638799999995,15481.236500000006,14895.212400000002,15303.100800000004,14966.473300000005,13952.514099999995,14331.920699999993,14076.077199999996,13964.331699999997,13726.910699999995,12718.728300000008,14245.0891,14245.410800000012,14973.207700000004,14648.3412,15568.012200000003,15965.185199999998,15534.366900000003,16112.181499999995,15291.8935,15830.640800000003,16115.076000000006,14840.7912,16466.705799999996,16154.265800000001,16834.0167,16348.523299999995,16972.305300000004,17159.482200000006,16823.821399999997,17514.42140000001,16961.9782,17561.225000000002,17609.358,15659.593100000004,17256.002099999994,16729.8324,16820.2154,15985.518599999996,16809.289700000005,16772.051799999994,16128.644000000004,16936.77830000001,16337.513799999993,16821.97860000001,17196.620000000003,15915.72890000001,17812.06539999999,17385.3301,18068.9026,17815.734499999995,18814.152799999985,18639.268400000004,17960.068699999996,18841.991,18306.638899999998,19139.404899999998,19497.13090000001,18434.624600000014,6224.186099999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI MONETARIO,36715.11400000001,33198.7572,36799.4846,35658.931899999996,36897.18050000001,35756.5212,37001.476299999995,37058.802200000006,35918.6076,37174.2429,36032.6118,37295.47,37362.51310000001,35013.5639,37494.5312,36347.64510000001,37621.8457,36470.14629999999,37749.19359999999,37813.49979999999,36655.658500000005,37943.540499999996,36784.088899999995,38076.8739,38144.281299999995,34505.91160000001,38257.0083,37074.6764,38355.37610000001,37157.5245,38432.9551,38469.657699999996,37262.332100000014,38538.7419,37328.89029999999,38607.63840000001,38644.3835,34938.88560000001,38722.3001,37529.594600000004,62872.71200000001,67760.67289999998,70171.4511,70325.63200000003,68192.03910000001,70600.40989999998,68456.2047,70879.33860000002,71025.64440000002,64280.9755,71314.8369,69162.26470000001,71621.64319999999,69459.43630000002,71920.69070000002,72065.40260000003,69876.81090000001,72331.85369999998,70104.9881,72542.23470000002,72639.8257,68040.6814,23481.537399999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI PB STRATEGY DEBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116041.51140000003,173690.65929999994,183010.78270000007,177249.70819999994,184222.8850000001,185613.76809999996,180497.1154,186262.82670000003,182088.5960000001,189668.23569999993,191803.7901,81340.66740000002
BCI PORTAFOLIO ESTRUCTURADO 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23973.617100000003,31101.839999999993,30389.6252,31673.401200000004,31943.874299999996,30795.3409,31700.419400000002,30942.954400000002,32394.655199999997,32774.6332,13825.3275
BCI PREFERENCIAL ACTIVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54188.87670000001,87235.10429999999,91226.36939999998,91607.14770000003,96767.3865,99782.6857,94971.41220000002,99947.29520000002,97742.77420000003,187258.658,198900.3535,85576.8974
BCI PREFERENCIAL AHORRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50520.1394,76583.17699999998,81025.9016,79064.3296,81923.88910000003,82662.36779999999,80402.05370000003,82865.73829999998,81179.15399999998,141425.46640000003,172073.3450000001,76131.15929999997
BCI PREFERENCIAL BALANCEADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52543.9068,82402.77219999996,86327.3466,85729.77769999999,89754.76809999999,91560.555,87606.40860000001,91668.03949999998,89901.0546,163085.82169999997,222356.97269999995,95067.6142
BCI PREFERENCIAL CONSERVADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49161.6169,76162.68140000002,79920.99210000002,78860.982,82484.24879999999,83900.66300000003,80701.73330000002,84080.2366,82526.61680000002,165463.17049999995,181069.07570000007,77067.33509999997
BCI RENDIMIENTO,2892716.9806999993,2616685.369399999,2901517.433899999,2812496.6370000006,2911089.1559999995,2821936.080099999,2921010.430099999,2926293.3636999996,2837026.761499999,2936940.114999999,2847458.361299999,2948111.8872999987,2954226.843199998,2769158.4327999987,2966103.4330999996,2876128.0749999993,2977743.4119999995,2887435.3939999985,2989491.450099999,2995302.7117000003,2904191.9316999987,3006737.641999998,2915355.219799999,3018441.6904999986,3024450.0519999983,2736655.8576999996,3034805.373499998,2941700.110299999,3044393.742899998,2950416.826999998,3052844.905199998,3056775.970199999,2961865.8320999993,3064257.117799999,2968937.213199999,3071595.838199999,3075484.2988999994,2781268.9658999997,3083004.271399999,3267482.5105999988,3401254.5528999963,3295240.9941,3409116.4433999984,3413620.963,3307790.603699999,3422519.2128999988,3316539.450799999,3431953.0511999973,3436989.8391999984,3108862.264599998,3447191.2692999975,3341321.668099999,3458277.198099998,3352126.510299998,3469291.1948999977,3474620.078399997,3367233.678699998,3483829.361499998,3374932.546099999,3490685.445199999,3493858.892599999,3271190.5380999986,3386752.263299999,3392030.9205000005,3506066.4846999985,3393674.4485999984,3507298.0431999974,3507729.253899998,3394961.760299997,3508505.3232999993,3395690.174099998,3509239.6446999977,3509589.290999999,1471867.8911000006
BCI RETORNO DÃ“LAR IG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12191.279099999998,18375.679300000007,19256.6358,18824.298699999996,19514.15950000001,19607.8591,19004.7655,19649.891800000005,19051.595900000004,19733.167500000003,19747.012300000002,8285.445499999998
BCI RETORNO NOMINAL,194864.68169999993,175685.36080000002,194513.76010000007,188763.74680000014,195597.88739999998,189921.7662000001,196186.83020000008,195959.34029999987,188790.3693999998,194954.95679999993,187890.3719,194742.27750000003,195218.3868,183608.12800000008,197707.6149000002,192648.8161,199703.05690000005,193585.4250000002,200935.22920000015,202119.59510000018,196781.56350000002,204752.16680000004,197773.81409999993,215313.61959999998,238498.82640000002,216223.69159999996,239826.34299999994,234015.0178,242531.57809999996,235518.62599999993,244073.39650000012,244664.81049999985,236982.82149999996,244498.17840000006,237000.10499999998,247827.04830000005,287655.4861000001,260878.39540000015,289636.56680000015,282080.1120999999,291839.61769999977,282690.30530000007,292905.15069999994,293888.74750000006,284797.0504000001,294025.26629999996,285258.59339999984,296103.5337999999,297058.67629999993,269446.61430000013,299874.17880000017,292051.7488000001,303301.94300000014,298075.2641000001,311158.5574999999,316074.44589999993,306654.09999999974,316772.0465,304664.4534,314333.7920000001,316197.0908,296068.79300000006,102352.3921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI SMALL & MID CAP LATAM,9739.898700000003,8865.701500000001,9794.279800000002,9537.435100000002,9880.9147,9378.113000000001,9607.693800000001,9503.068600000002,9204.435000000001,3999.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCI TOP PICKS,51895.93040000001,48336.82640000001,53037.43879999999,52977.7433,55095.47849999999,51541.5113,52432.03920000001,51271.880000000005,48674.48359999999,50458.2039,49095.1329,48146.98359999999,47175.42060000001,46439.3272,52241.41109999999,51463.2234,53711.40809999999,51366.015100000004,54106.9484,54602.20000000001,52094.420600000005,55207.094999999994,53905.568900000006,55553.6527,56363.72859999999,71926.97350000001,94535.0514,96793.89390000001,98854.09499999999,95293.20539999995,101424.63949999999,106825.74779999997,104850.02799999998,112560.98399999998,116962.90990000001,134639.9339,145924.83739999996,139788.23240000004,171063.72709999993,169093.91399999996,174930.1587,164239.85500000013,167863.9677,166701.98619999998,162412.18879999997,164012.94320000004,157420.9967,160875.97539999997,165778.9055999999,151196.1769,161835.12429999997,155019.62470000007,151297.3950000001,146130.74169999998,150891.93970000002,144987.29640000002,145824.4969,153371.6554000001,135524.85270000002,141416.71510000012,144988.39469999998,128808.34979999998,107378.40969999993,112043.95090000005,115469.50860000003,118552.92459999997,125829.92290000005,143116.22830000002,138921.6892,142084.74400000006,147098.28739999988,158218.4798000001,167993.92950000003,70862.97660000001
BEST COUPON EUROPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20008.3429,29890.585400000007,30877.6329,31124.969900000004,32578.900599999997,32722.649299999997,31545.999200000002,32545.985500000003,32228.273999999998,33706.3027,33734.773199999996,14190.355
BEST COUPON USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12001.174299999999,29586.228700000003,31004.41799999999,31693.831899999997,30502.749700000004,31784.06720000001,31272.1686,32613.09140000001,32710.350600000005,13777.237200000001
BI DINAMICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106043.23789999992,131449.89990000008,140752.18810000003,156165.48600000006,152052.18710000007,157671.10570000001,153773.37230000002,159454.0448,160723.10010000004,156052.2722,160944.922,152537.73939999993,157172.47349999996,158447.75979999997,148251.8087,141825.63679999998,152015.49190000002,157889.70429999998,152770.72669999994,157749.8538999999,158338.24589999992,153527.37229999987,158903.526,154234.25269999998,158526.89679999993,158164.9850999999,66839.86210000003
BI ESTRATÃ‰GICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35094.60040000001,99826.47819999998,124602.3074,119117.05810000001,119007.32230000003,117245.00529999995,49629.05480000001
BI LIQUIDEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129122.77139999997,155449.21010000008,140720.07929999998,156147.1121999999,177478.91460000002,187961.9006000001,182287.98660000003,188742.44779999988,189117.1138,183361.1571000001,189799.16389999999,183963.6776000001,190374.01220000006,190632.0052,178557.1835999999,172616.85290000006,185443.72259999998,191738.05649999992,185639.03070000015,191861.82320000007,191896.7834999999,185741.04360000003,191959.73439999996,185787.64479999986,192005.9854000001,192037.28729999997,80540.90300000002
BI MAS AHORRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98029.31619999996,124497.98570000006,112803.44079999998,125241.12879999999,122279.29990000003,127060.905,124261.73430000001,128943.52170000004,130117.73959999996,126325.0095999999,130436.16219999999,124289.42599999996,133034.74979999993,161096.41739999986,150739.99669999996,144488.1067999999,155385.1947999999,161605.2096999999,156390.31419999988,172367.7505,193697.86999999994,188454.80679999996,194954.42040000015,190465.67189999993,197400.2707,198424.13789999994,96101.46869999998
BI RENTA A PLAZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78059.53259999999,124274.97979999997,112554.08950000002,124952.31850000002,121157.3743,125423.87270000005,122002.27240000002,155814.68739999997,159081.8145999999,154380.93699999986,159035.84539999996,152347.99099999998,156795.0657000001,157070.44499999998,147036.3175,45544.95889999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BICE ACCIONES ASIA,263998.18289999984,242907.77200000014,275635.47110000014,275466.18449999974,279862.37069999997,274629.2270000001,279286.1545000002,277268.5038,251967.42269999985,271020.6292000001,264792.9676,266928.1882,255731.9191000001,226733.73630000002,247221.81059999994,243403.76099999994,250199.88660000006,247262.5280999999,256914.63840000005,265510.4224000002,262615.75669999997,268788.6102000001,248857.4599999999,254177.07919999998,258981.6477999999,238607.24319999994,277699.0645,271624.2300999999,297759.2253000003,292574.30779999995,306970.7389000001,306709.0775999999,293898.94869999995,310869.9568999998,311750.8101999999,318107.48079999967,324468.93170000013,279733.7083,312107.83539999987,293902.52560000005,316196.8904999999,307371.95229999995,308544.17880000005,303965.6584,296097.7358,281829.97819999984,270279.2694000001,279211.5758999999,279559.22359999997,259085.58680000016,298590.30749999994,311723.3883999999,331040.6882000003,319101.71069999994,336828.5095999998,328497.7407999999,329195.43269999983,342885.93509999994,366491.5941000002,401495.38490000006,429055.78279999964,398654.9366999999,379132.12470000016,384504.65679999994,396842.4752000001,400577.3913,439590.4981999998,460694.82019999955,442197.52149999974,479298.3551999999,473571.26649999997,485685.10939999984,521045.50429999956,230749.78800000015
