fundName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28
ACCIONES PRESENCIA BURSATIL,0.0,-0.08017417191603204,0.09872732223816061,-0.014190602249911866,0.03293414047204779,-0.054504474161487626,0.022272760255702462,-0.010473272907277065,-0.0439706780314465,0.03850404099334925,-0.03790097271933324,0.006737201104741741,-0.006523042711141791,-0.04337928810253533,0.0922973436570238,-0.02369801708276842,0.03338473422310262,-0.1357293656595816,-0.0843974188927673,0.007787338986543935,0.038977647804978144,0.09859339052640825,-0.03070053342322221,0.019768286774104027,0.004358882523241681,-0.083426812732599,0.16805430469509441,0.009085345576850257,0.0222733834738702,-0.036500802457787196,0.05765032451348273,0.027171812006725915,-0.017757648219447586,0.07982204290087891,-0.0642733216159933,0.021341395956677278,0.0816928000662338,-0.10947812560643266,0.0816508138957277,-0.015745263892784078,0.030577983256202312,-0.07078539375582094,0.01495964893206847,-0.009723438666515372,-0.02845430541680305,0.012073521591026148,-0.03984257652746792,-0.4033993562170304,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTIVA A,0.0,-0.08034641453752311,0.11020559618901027,-0.02990707134192827,0.021225145378975574,-0.01614089317156675,0.038389363595180415,0.009926090951515087,-0.07625873905195169,0.04371667911182331,-0.00636273523768216,0.010224793684730837,-0.027483907245826833,-0.11172255710419399,0.08039520724982774,-0.036059193488653496,0.03979887737347543,-0.03505585535633482,0.01752860504184417,0.010236888824310952,-0.04157859816939402,0.026651403956454267,-0.044654065244705055,0.04100092937396882,0.006105262248544685,-0.09681623904907455,0.14533828395319892,-0.029103680753701844,0.06864321588845446,-0.03654761202417267,0.04183721904719828,-0.0068100796597709845,-0.0379373726990917,0.0548672083630819,-0.044471418992983236,0.03866503984258918,0.030320019428459855,-0.12748747528301263,0.10234587438859921,-0.04117927135296029,0.06321431137429667,-0.031631852632948765,0.04271291384557552,0.010381949982065652,-0.00960318048803166,-0.004178560312288027,-0.04406000518796371,0.004116917366762118,0.01347700884043812,-0.07689298803394073,0.1344884162680402,-0.008042451034776521,0.04266746222769213,-0.02422936053662239,0.05835612431185222,-0.004246737567446979,-0.006756287285875184,0.036743099360275755,0.01552061939105509,0.04465972496389825,0.03518314050571614,-0.05197203443089504,-0.07901322237993924,0.035564829519172836,0.06671425664854658,0.00261664562320707,0.064987021233057,0.03275973927271303,-0.045565427070340725,0.06209509734969587,-0.02543345308497158,0.04290842023290664,0.027618210841003243,-0.5654307304590942
ACTIVA C,0.0,-0.08470963854213487,0.11144050007321304,-0.03474204420089566,0.024829121668387355,-0.02309875584765353,0.04011693102051139,0.007697160845126838,-0.05402355568015793,0.03699061065628739,-0.019550285947342205,0.018413735851940505,-0.013852388204623978,-0.08416704357011895,0.0766903855658756,-0.03366718063934648,0.039082997131279384,-0.031013506114158762,0.02786918069308153,0.0074931231622314964,-0.03471318855003891,0.029757693714763223,-0.0488905693991869,0.040797794467372306,0.011914151947009843,-0.09320940709308756,0.13076412876546395,-0.0293322761212933,0.04985343318621127,-0.03426504815678544,0.034554881421276384,-0.003108699966855255,-0.03615729854627525,0.04264885184559386,-0.04050441008690531,0.03355457448841892,0.017479034190698073,-0.11299593163797705,0.104901767105261,-0.036839426793548236,0.05185871933031527,-0.031540246093784585,0.03797072356545539,0.007388571605469574,-0.020409694905185072,0.010238141530702238,-0.03965371518098526,0.018247628264192794,0.007665986901866928,-0.08620059591817919,0.1250915863470996,-0.013901331594894928,0.04281552451303239,-0.016640373694534194,0.051223513382331554,0.006938138764955637,-0.018302341298236047,0.03133650253454223,-0.01507958523498476,0.04398121616648165,0.02329890081139796,-0.062416071645056914,-0.029977163294888975,0.025171024839204303,0.06425373654246735,-0.011218374114135066,0.05115717310333001,0.019353567407559558,-0.040267075042320744,0.048608830899343536,-0.023833474372613184,0.0379502944021477,0.01776725684446978,-0.5697287344685663
ACTIVA D,0.0,-0.08704792816970186,0.10982745641777725,-0.03742534664939501,0.026429043137921937,-0.022459452151351367,0.043960253171822394,0.011380278013735756,-0.04647650402301484,0.035189153993825606,-0.023554207122769566,0.023049059599906885,-0.005235203550716827,-0.07099961394040599,0.07519466281187959,-0.030729419861459162,0.03840210637183228,-0.030719037673736738,0.03221423009032054,0.008163762627119153,-0.030564408739436333,0.03281113623396914,-0.05003605846811787,0.04016652117665531,0.01498884488280905,-0.0930263130564789,0.12275906801096514,-0.026202113615710343,0.04268549636152841,-0.0326076604403428,0.03261687530339352,-0.0004197425831589108,-0.035000027837030045,0.0304526351068517,-0.037309974399734935,0.0326370147593249,0.013668315452870505,-0.10513233910768593,0.10597510501946483,-0.03345091111700893,0.04365710600151429,-0.029894913360690722,0.03635984739056397,0.005130667463710159,-0.02632366568243316,0.02075586234168858,-0.03483869157971076,0.027332319917163783,0.005684328632131086,-0.08981743869136727,0.11636758511068246,-0.02013130736363522,0.037899976156728465,-0.015353809626637682,0.04832558503059925,0.013946548228536804,-0.021371717552254754,0.03017915253256298,-0.0401435591774113,0.0417205912527594,0.019898991807959288,-0.06420201269412873,-0.005287625640385651,0.019576539511676927,0.06118771890475272,-0.02178486661758705,0.04317390939600174,0.010337235913312703,-0.03645769499049656,0.03742856581510745,-0.024082570724517582,0.035899597450604226,0.011974982768538478,-0.5735332136174274
ACTIVA E,0.0,-0.09796747389630811,0.1074476813051346,-0.03258733639568678,0.03380612731408861,-0.02991838210878206,0.03775835873901845,0.003795301543940033,-0.035046536163921616,0.033639491634652074,-0.03514737472701146,0.032075031250752506,0.001519248058917233,-0.06111402479830674,0.07139466489991686,-0.028820297950244655,0.03656842853876929,-0.028588984800414052,0.03754901794866461,0.0037412288924658643,-0.028103158674938067,0.03493018167268458,-0.03806514138389672,0.03659153838589746,0.006927232335207201,-0.09371366838042972,0.1085601749634304,-0.026682601671679462,0.03432378380510426,-0.031095725408888164,0.03304506184621747,0.0007466851416058073,-0.03201640722917409,0.02886020179846427,-0.031738405891727495,0.03294125088001931,0.003558961918613379,-0.09432689346336987,0.10897617745868526,-0.03020823316258847,0.033675333376594674,-0.02976192881533979,0.034631319198657584,0.0023213721692572076,-0.0324750917253156,0.03227336841705064,-0.032093745569389376,0.035835573994349446,0.002078829049280806,-0.09502737052453147,0.10948878988320376,-0.026606370778391564,0.03717880966828124,-0.020600411080850534,0.03887152046152109,0.009573956792258365,-0.029105128342778785,0.031105985253660817,-0.05239990040805309,0.034845732550056185,0.008559364417190185,-0.06538774796377456,0.02973483409702915,0.009861127617605048,0.047956055275019116,-0.029358172379900682,0.034990256057699565,0.00429317624503045,-0.03119726290119007,0.03270874590209738,-0.02961200893108329,0.03356763467310042,0.002589308445706484,-0.5785909422995934
ACTIVO 2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.7868351031722804,-0.033045315514359186,0.03634855402031367,0.0013186522032324621,-0.027044709573130876,0.025813231589793206,-0.03927763527407768,0.02865694329793378,0.007803350289055322,-0.0871738665172267,0.11522459197994483,-0.021740853093054402,0.03524716700127817,-0.019145385084781585,0.047331672124816704,0.002980988954294217,-0.028030178086714486,0.03502502922632811,-0.024373284513850013,0.03558609066593599,0.01503846492408245,-0.06069753722049942,-0.018707669675674943,-0.022562039500507503,0.05992212868821256,-0.01833343508520635,0.04270953125830612,0.016902403505237196,-0.03469564332421993,0.03616068223772295,-0.02378254846612371,0.04181499009346101,0.015893493349858234,-0.5751592157004285
ACTIVO 2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.824879273085198,-0.03238576266065951,0.03869972122869214,0.005338619250454535,-0.01925483695502994,0.01422796178256247,-0.04467357198514377,0.023636008318558055,0.006879671421769151,-0.08456923324950516,0.1178549657102681,-0.01815876803230898,0.03274535703822812,-0.017700257638394556,0.05395634957982676,-0.007359448912520383,-0.01869254509191931,0.0353771850546718,0.004439142340005864,0.040319512432712035,0.021273069486481555,-0.05619770836246607,-0.04359279642249414,-0.014881387221137521,0.05789670699023519,-0.014759756474428287,0.045653436463487296,0.0219548478403222,-0.03742914167399458,0.044567091743195286,-0.022277292951208172,0.040030404921332696,0.02436752254654495,-0.5719466237237951
ACTIVO 2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.873476080365748,-0.031631529365385935,0.03715370701387011,0.0018848494229757318,-0.015313706009120742,0.004502681572936096,-0.05010568391155101,0.018743619740728024,0.010135026674812586,-0.07944894838016303,0.12011204231593009,-0.015196001788303826,0.03079828942245988,-0.015963212840118146,0.06031881992407695,-0.015307573009253561,-0.011374450805944458,0.036410301636854214,0.03478077746916597,0.04442572152269686,0.02754030894298176,-0.050723990596139634,-0.0802983817287084,-0.0038469898871185126,0.0546503905625324,-0.009347860761130478,0.05044927306373137,0.031726737864757215,-0.04164319808900985,0.058609197375878,-0.01916249000000192,0.03896913801535984,0.04013832333943679,-0.5666553834780503
ACTIVO 2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,6.941044357580044,-0.026597442652247394,0.03798592848563431,0.00323693175770301,-0.007385054241774824,-0.0028138048522805548,-0.05610317396385489,0.01184422750260139,0.008984569388576169,-0.08058688370552669,0.12251640635034611,-0.013817302457279523,0.03359022669557188,-0.015494035260099848,0.06148445456095808,-0.014349661896404076,-0.00636197071257083,0.036712863777137894,0.046055038369485546,0.04787254380518169,0.03127159875310048,-0.04944584103616223,-0.10294160537677399,0.008575209797852645,0.05523452515799199,-0.0047434028060064914,0.05388194657600409,0.036805047181065254,-0.04375548019281539,0.06637261539661488,-0.014464939122486475,0.041621748279284,0.04974618127144903,-0.563723114686925
ACTIVO AGRESIVO,0.0,-0.07109534439798093,0.11613049553873722,-0.04421430357067757,0.031172168327570082,-0.0066368255141860955,0.04551227268254898,0.01558886653198277,-0.06742446770673816,0.0492300942370647,0.01487893169500043,0.010483148169285084,-0.04672892819724028,-0.10859452750431997,0.09813236174996964,-0.023400904401391198,0.042492421603977704,-0.030269302965260092,0.0273127688484045,0.01915186773423372,-0.02260880813593913,0.023138636888618835,-0.024561043113754066,0.0629491134147484,0.008222786927799541,-0.10177040882499266,0.14303795905222771,-0.0375278238821285,0.07123867923432092,-0.02859273053523792,0.02788044164057024,-0.016138290965163837,-0.08414251360207559,-0.04995476920583586,0.27348305575469145,-0.2880452394868962,-0.3844427349191609,-0.12297284573892919,0.10581042267909635,-0.03573025593948542,0.056635058431439234,-0.04162802443254521,0.04246343668926311,0.0035060313950066035,-0.014302458577509891,-0.0033127235744779826,-0.048148371426800285,0.0045345298584744675,0.018953622912182277,-0.0852771169458223,0.12217514859229506,-0.016861325135105742,0.026126958473436712,-0.02396570998705827,0.05495378431606368,-0.011566062098132934,-0.0035838625684654346,0.041856952359409005,0.030193444537572,0.04464412141231744,0.03492814325058169,-0.08901861241705333,-0.08122934625818579,0.01879438603877004,0.05151121138168935,0.009356272164496637,0.06399727839865843,0.03785123496633802,-0.04562379700485664,0.06477327293665724,-0.014662262908960444,0.047459877308030585,0.039895469462589706,-0.5674290961665489
