,A. CHILE CALIFICADO,AC EMERGENTES,ACCIONES CHILE,ACCIONES CHILENAS,ACCIONES LATAM,ACCIONES NACIONALES,ACCIONES PRESENCIA BURSATIL,ACTIVA A,ACTIVA C,ACTIVA D,ACTIVA E,ACTIVO AGRESIVO,ACTIVO CONTROLADO,ACTIVO DEFENSIVO,ACTIVO EQUILIBRADO,ACTIVO MODERADO,ACTIVO POTENCIADO,AHORRO,AHORRO A PLAZO,AHORRO ACTIVO,AHORRO CAPITAL,AHORRO ESTRATEGICO,AHORRO LARGO NOMINAL,ALIANZA,ALIANZA PACIFICO,ANDES,ANDINO RETORNO TOTAL,ASIA,ASIA EMERGENTE,ASIA EQUITY,ASIATICO,ASIATICO ACCIONARIO,BALANCEADO CONSERVAD,BALANCEADO MODERADO,BANCHILE-ACCIONES,BANCOESTADO BNP PARIBAS ACCIONES DESARROLLADAS,BANCOESTADO BNP PARIBAS ACCIONES EMERGENTE,BANCOESTADO BNP PARIBAS MAS RENTA BICENTENARIO,BANCOESTADO BNP PARIBAS RENTA EMERGENTE,BANCOESTADO PERFIL DINAMICO A,BANCOESTADO PERFIL MODERADO E,BANCOESTADO PERFIL TRADICIONAL C,BBVA EURO RENTA,BBVA GARANTIZADO SELECCION TECNOLOGI,BBVA MONETARIO VII,BBVA MONETARIO VIII,BBVA MONETARIO XIII,BBVA MONETARIO XIV,BBVA PAISES EMERGENTES,BCI ACCIONES NACIONALES GARANTIZADO,BCI AMERICA LATINA,BCI ASIA,BCI BONOS LATINOAMERICANOS,BCI BRASIL,BCI CHINDIA,BCI COMPETITIVO,BCI CONVENIENCIA,BCI DE NEGOCIOS,BCI DE NEGOCIOS UF,BCI DE PERSONAS,BCI DEPOSITO EFECTIVO,BCI DEPOSITO MENSUAL DE AHORRO,BCI DIVISA,BCI DOLAR CASH,BCI EFICAZ,BCI EFICIENTE,BCI EMERGENTE GLOBAL,BCI ESTADOS UNIDOS,BCI EUROPA,BCI EUROPA GARANTIZADO,BCI EXPRESS,BCI FRONTERA,BCI GARANTIZADO DEPOSITO 107 II,BCI GARANTIZADO DEPOSITO 107 III,BCI GESTION FLEXIBLE,BCI GESTION GLOBAL DINAMICA 80,BCI GESTIÓN GLOBAL DINÁMICA 20,BCI GESTIÓN GLOBAL DINÁMICA 50,BCI GLOBAL TITAN,BCI GRAN AHORRO,BCI GRAN VALOR,BCI LATIN AMERICAN CORPORATE BONDS,BCI MONETARIO,BCI RENDIMIENTO,BCI RETORNO NOMINAL,BCI SMALL & MID CAP LATAM,BCI TOP PICKS,BICE ACCIONES ASIA,BICE ACCIONES BRASIL,BICE ACCIONES CHILE,BICE ACCIONES EUROPA,BICE ACCIONES JAPON,BICE ACCIONES MEXICO,BICE ACCIONES PERU,BICE CHILE ACTIVO,BICE CHILE MID CAP,BICE CHILE SELECTIVO,BICE COLOMBIA,BICE COMMODITIES,BICE EE.UU.,BICE EMERGENTE,BICE EST AGRESIVA,BICE EST BALANCEADA,BICE EST CONSERV,BICE EST MAS AGRESIV,BICE EST MAS CONSERV,BICE EXTRA DOLAR,BICE LATAM PACIFICO,BICE LIQUIDEZ DOLAR,BICE LIQUIDEZ PESOS,BICE MUNDO ACTIVO,BICE NORTEAMERICA,BICE RENTA CORTO PLA,BICE RENTA PESOS,BICE RENTA UF,BICE TENDENCIAS,BICE TESORERIA,BONOS HIGH YIELD G,BONOS LATAM,BONOS LATINOAMERICANOS,BOOSTER ASIA EMERGENTE,BOOSTER CHINA II,BOOSTER EUROPA II,BOOSTER JAPON,BOOSTER REAL ESTATE USA,BRASIL,BRASIL ACTIVO,BRAZIL EQUITY,BRIC ACCIONARIO,BTG ACCIONES CHILENAS,BTG ANDINO,BTG PACTUAL ACCIONES ASIA EMERGENTE,BTG PACTUAL ACCIONES LATINOAMERICANAS,BTG PACTUAL ACCIONES USA,BTG PACTUAL BRASIL,BTG PACTUAL CHILE ACCION,BTG PACTUAL GESTION ACTIVA,BTG PACTUAL GLOBAL DESARROLLADO,BTG PACTUAL GLOBAL EMERGENTE,BTG PACTUAL MONEY MARKET,BTG PACTUAL MONEY MARKET DOLAR,BTG PACTUAL RENTA A PLAZO,BTG PACTUAL RENTA ACTIVA,BTG PACTUAL RENTA CHILENA,BTG PACTUAL RENTA LATINOAMERICANA DOLAR,BTG PACTUAL RENTA LOCAL,BTG PACTUAL RENTA NOMINAL,BURSÁTIL 90,CAPITAL EFECTIVO,CAPITAL EMPRESARIAL,CAPITAL FINANCIERO,CAPITALES ACC CHI,CAPITALISA-ACC,CASH,CHECK,CHILE 18 Q,CHILE ACCIONARIO,CHILE ACCIONES,CHILE BURSATIL GARANTIZADO,CHILE MID CAP,COMPROMISO BANCOESTADO,CONFIANZA,CONFIANZA DÓLAR,CONSERVADOR AMERICA,CONSORCIO AHORRO DINAMICO,CONSORCIO AHORRO NOM,CONSORCIO AHORRO UF,CONSORCIO BALANCEADO,CONVENIENCIA BANCOESTADO,CORP ACCIONES LATINOAMERICA,CORP BONOS CORPORATIVOS,CORP CAPITAL BALANCEADO,CORP CAPITAL MODERADO,CORP DEPOSITO,CORP DEUDA LATAM,CORP EMEA,CORP EUROPA,CORP INVESTMENT A,CORP INVESTMENT C,CORP INVESTMENT D,CORP MAS FUTURO,CORP MAS INGRESO,CORP MAS VALOR,CORP OPORTUNIDAD,CORP OPORTUNIDAD DOLAR,CORP PERFIL AGRESIVO,CORP SELECTO,CORP SELECTO GLOBAL,CORP USA,CORPORATE DOLLAR,CORPORATIVO,CORPORATIVO BANCOESTADO,CRECIMIENTO,Consorcio Acciones C,DCL I.G.,DEPOSITO PLUS V,DEPOSITO XXI,DEPÓSITO PLUS VI,DEUDA 360,DEUDA CHILENA,DEUDA CORP DOLAR,DEUDA CORP. 3-5 AÑOS,DEUDA CORPORATIVA,DEUDA CORTO PLAZO,DEUDA DOLAR,DEUDA ESTATAL,DEUDA ESTATAL PESOS 2-4 AÑOS,DEUDA ESTATAL UF 3-5,DEUDA LOCAL,DEUDA MEDIANO PLAZO,DEUDA NOMINAL,DEUDA PESOS 1-5 AÑOS,DISPONIBLE,DIVERSIFICACION,DIVIDENDO LOCAL,DOLAR DISPONIBLE,DOLAR GLOBAL,DOLAR MONEY MARKET,EA SELECCIÓN CHILENA,EAI DEUDA CORP CHILE,EMERGENTE,EMERGENTES,EMERGING,EMERGING EUROPE EQUITY,EMERGING MARKET,ENFOQUE,EQUITY RETORNO,ESTADOS UNIDOS,ESTRATEGIA ACTIVA,ESTRATEGIA AGRESIVA,ESTRATEGIA CONS,ESTRATEGIA CONSERVADORA,ESTRATEGIA EQUILIBRADA,ESTRATEGIA MODERADA,ESTRATEGICO,ETF IT NOW IPSA,EURO MONEY MARKET,EUROAMERICA ASIA,EUROAMERICA DOLAR,EUROAMERICA EUROPA,EUROAMERICA EXPERTO,EUROAMERICA HIGH YIELD LATAM,EUROAMERICA INVESTMENTS RENTA CHILENA,EUROAMERICA MERCADOS EMERGENTES,EUROAMERICA MONEY MARKET,EUROAMERICA PROYECCION A,EUROAMERICA PROYECCION E,EUROAMERICA PROYECCIÓN C,EUROAMERICA RENDIMIENTO UF,EUROAMERICA RENTA A PLAZO,EUROAMERICA RETORNO GLOBAL,EUROAMERICA SMALL CAP GLOBAL,EUROAMERICA SMALL CAP LATAM,EUROAMERICA USA,EUROPA,EUROPA ACCIONARIO GARANTIZADO,EUROPA DESARROLLADA,EUROPE EQUITY,EUROPE EQUITY TAX ADVANTAGE,FAMILIA,FIRST,FIXED INCOME BRL,FLEXIBLE,FM LV EUROPA,FM M.DES. GARANT,FM PREF ACTIVO,FM PREF AHORRO,FM PREF BALANCEADO,FM PREF CONSERVADOR,FUNDACION,FUTURO,GAR. SELECCIÓN II,GEST. CONSER. DOLAR,GESTION CONSERVADORA,GLOBAL,GLOBAL DEBT,GLOBAL DOLLAR,GLOBAL EQUITY,GLOBAL MID CAP,GLOBAL STOCKS GARANTIZADO,GOLD,HIPOTECARIO Y CORPOR,HORIZONTE,IM TRUST ACCIONES ESTRATEGICAS,IM TRUST ACCIONES ESTRATEGICAS COLOMBIA,IM TRUST ACCIONES ESTRATEGICAS PERU,IM TRUST DEUDA SOBERANA MULTIMONEDA,IM TRUST GLOBALES I,IM TRUST INDICE CHILE,IM TRUST LIQUIDEZ,IM TRUST MONEY MARKET,IM TRUST RENTA ESTRATEGICA,IM TRUST RENTA INTERNACIONAL,INDEX FUND CHILE,INDEX FUND CHILE MID,INDEX FUND LATAM,INDEX FUND US,INVERSION BRASIL,INVERSION CHINA,INVERSION USA,INVERSIONISTA CALIFI,ITAU AHORRO CORTO PLAZO,ITAU CAPITAL,ITAU CASH DOLLAR,ITAU CONVENIENCIA,ITAU DINAMICO,ITAU EMERGING EQUITIES,ITAU FINANCE,ITAU GESTIONADO ACCI,ITAU GESTIONADO AGRESIVO,ITAU GESTIONADO CONSERVADOR,ITAU GESTIONADO MODERADO,ITAU GESTIONADO MUY CONSERVADOR,ITAU LATAM CORPORATE BOND FUND,ITAU MIX,ITAU PERFORMANCE,ITAU PLUS,ITAU SELECCION BRASIL,ITAU SELECT,ITAU SMALL & MID CAP BRASIL,ITAU TOP USA,ITAÚ NATIONAL EQUITY,LARRAINVIAL AHORRO CENTRAL,LARRAINVIAL BRASIL,LARRAINVIAL DISPONIBLE,LARRAINVIAL ESPAÑA,LARRAINVIAL MEGATENDENCIAS,LARRAINVIAL MERCADOS EMERGENTES,LARRAINVIAL PERU,LATAM,LATAM ACCIONARIO,LATAM CORP INVESTMEN,LATAM CORPORATE DEBT,LATAM EQUITY,LATIN AMERICA FUND,LATINOAMERICANO,LIQUIDEZ,LIQUIDEZ DOLAR,LIQUIDEZ FULL,LOCAL EMERGING DEBT,LV OPORTUNIDAD CHILE,M TRUST ACCIONES EMERGENTES,MERCADO MONETARIO,MERCADOS EMERGENTES,MEXICAN EQUITY,MI AHORRO,MID CAP,MID TERM,MID TERM UF,MILA,MONETARIO,MONETARIO I,MONETARIO NOMINAL,MONETARIO XV,MONETARIO XVI,MONETARIO XVIII,MONEY MARKET,NOMINAL,OBJETIVO EUROPA I,OBJETIVO EUROPA II,PACIFICO ACCIONARIO,PATRIMONIAL,PATRIMONIO-ACCIONES,PENTA ASIA,PERFORMANCE,PERMANENCIA EXTRA LP,PORTFOLIO LIDER,PREVISION,PRINCIPAL GESTION ESTRATEGICA A,PRINCIPAL GESTION ESTRATEGICA B,PRINCIPAL GESTION ESTRATEGICA C,PRINCIPAL GESTION ESTRATEGICA D,PRINCIPAL LIFETIME 2020,PRINCIPAL LIFETIME 2030,PRINCIPAL LIFETIME 2040,PRINCIPAL RENTA EMERGENTE,PROGRESION DEUDA LP,PROTECCION,PROTECCION BANCOESTADO,PROTECCION UF,QUANT GLOBAL,RENDIMIENTO NOMINAL,RENTA ACTIVA,RENTA BALANCEADA,RENTA BONOS CHILE,RENTA CHILENA,RENTA CORPORATIVA,RENTA CORTO PLAZO,RENTA DEPOSITO,RENTA FUTURA,RENTA INTERNACIONAL,RENTA LOCAL UF,RENTA NOMINAL,RETORNO ACCIONARIO,RETORNO L.P. UF,SANTANDER A,SANTANDER ACCIONES ASIA EMERGENTE,SANTANDER ACCIONES BRASIL,SANTANDER ACCIONES GLOBAL DESARROLLADO,SANTANDER ACCIONES GLOBAL EMERGENTE,SANTANDER ACCIONES LATINOAMERICA,SANTANDER ACCIONES RETAIL & CONSUMO CHILE,SANTANDER ACCIONES USA,SANTANDER B,SANTANDER BONOS Y LETRAS,SANTANDER C,SANTANDER D,SANTANDER DEUDA LATAM,SANTANDER E,SANTANDER GARANTIZADO USA,SANTANDER MONEY MARKET,SANTANDER MONEY MARKET DOLAR,SANTANDER PRIVATE BANKING AGRESIVO,SANTANDER PRIVATE BANKING CONSERVADOR,SANTANDER PRIVATE BANKING MODERADO,SANTANDER RENTA CORTO PLAZO,SANTANDER RENTA LARGO PLAZO PESOS,SANTANDER RENTA LARGO PLAZO UF,SANTANDER RENTA MEDIANO PLAZO,SANTANDER SELECT EQUILIBRIO,SANTANDER SELECT PRUDENTE,SANTANDER TESORERIA,SB EUROPA CHINA,SCOTIA ACTIVO,SCOTIA CLIPPER,SCOTIA DOLAR,SCOTIA EE.UU,SCOTIA GLOBAL - RETAIL,SCOTIA GLOBAL-ACCIONES,SCOTIA LATINOAMERICA,SCOTIA LEADER,SCOTIA MEDIANO PLAZO,SCOTIA MERCADOS DESARROLLADOS,SCOTIA MIXTO,SCOTIA OPTIMO,SCOTIA PERMANENCIA,SCOTIA PRIORIDAD,SCOTIA PROXIMIDAD,SCOTIA RETAIL DOLAR,SCOTIA VALORIZA,SECURITY  USA,SECURITY ACCIONES MI,SECURITY DEUDA LOCAL,SECURITY EMERGENTE,SECURITY EMERGING MARKET,SECURITY EQUILIBRIO,SECURITY EVOLUCIÃ“N,SECURITY LATAM,SECURITY MONEY MARKET,SECURITY MONEY MARKET DOLAR,SECURITY PLUS,SECURITY PROTECCION,SECURITY RENTA DOLAR,SECURITY RENTA INTERNACIONAL,SECURITY RENTA MP,SECURITY VISION GLOBAL,SELECCION ACCION,SELECCION ANDINA,SELECCION BURSATIL,SELECCION GLOBAL,SELECCION LATAM,SELECCION NACIONAL,SELECT DINAMICO,SELECTA CHILE,SELECTAS CHILE,SELECTIVO,SMALL CAP LATAM,SMALL CAP USA GARANTIZADO,SOLVENTE BANCOESTADO,TENDENCIAS DEUDA,TWIN WIN EUROPA 103 GARANTIZADO,TWIN WIN EUROPE EQUITY,TWIN WIN USA PESOS,U.S. DOLLAR,US ALPHA +,US MID CAP,USA,USA EQUITY,USA EQUITY TAX ADVANTAGE,UTILIDADES,VALOR PLUS,VALOR PLUS UF,VENTAJA LOCAL,VISION DINAMICA ACCIONES,VISION DINAMICA B,VISION DINAMICA C,VISION DINAMICA D,VISION MONEY MARKET,ZURICH BALANCEADO,ZURICH CASH,ZURICH CASH PLUS,ZURICH CRECIENTE,ZURICH EQUILIBRIO 30,ZURICH MUNDO EMERGENTE,ZURICH MUNDO EUROPEO,ZURICH MUNDO LATAM,ZURICH PATRIMONIO,ZURICH RENTABILIDAD 80 GLOBAL,ZURICH SELECT GLOBAL,ZURICH USA,AHORRO BALANCEADO,AHORRO MED Y LAR,RENTA NOMINAL CHILE,SCOTIA CONFIANZA,SCOTIA PROGRESO,LATAM LOC CURR DEBT,MONETARIO XIX,RENTA ESTRATEGICA,BCI EUROPA GARANT II,ESTRATEGIA CONSERVAD,ESTRATEGIA DEFENSIVA,EUROPA ESTRATÃ‰GICO,FM BCI GARANT. 110,RENDIMIENTO CORTO,UF PLUS,FM EMPRESAS EUROPEAS,NIVEL 100,NIVEL 90,BICE ACCIONES INDIA,BOOSTER USA,FM BCI GGD AHORRO,FM PB STRATEGY,FMLV AHORRO DÃ“LAR,BICE RENTA LARGO PLA,FM BCI NEG DOLAR,JAPÃ“N NIVEL 100,REAL ESTATE EUROPE,SMALL - MID CAP USA,AHORRO MP,ITAU D. CORP. CHILE,ACCIONES EUROPA,FM BCI 108 III,JAPÃ“N ACCIONARIO,MONETARIO XX,REFUGIO NOMINAL,REFUGIO UF,ZURICH DINAMICO,AHORRO CORTO PLAZO,BOOSTER ACCIONES EUR,BOOSTER ACCIONES USA,FM LV ALTERNATIVO,FMLV QUANT,INVERSIONES ALTERNAT,FM CC MACRO CLP 1.5,RENTA MENSUAL,BOOSTER JAPON ACCION,CUPON PLUS,PLUS VII,ESTRUCTURADO NIVEL 9,FM BCI ESTR 103,RENTA ALIANZA PACÃFI,COMPASS ACC CHILENAS,DEUDA LATAM DOLAR,FM CC DEUDA LATAM IG,IG LATAM,BONOS UF PLUS I,FM BCI 108 IV,RENTA MENSUAL II,FM BCI ACT. DOLAR,FM BCI AH. DOLAR,SANTANDER F,ZURICH VALOR,FM BCI ESTRUC 120,FM BCI RET. DOLAR IG,BOOST ACC EMERGENTE,GLOBAL INCOME,FM BCI ESTRUC 120 II,FM BCI US ST HY,FMCODAGRE,FMCODBAL,FMCODCON,FMCODCREC,FMCODMOD,BONOS UF PLUS II,BOOSTER ACC EUR II,BTG INVESTMENT GRADE,MULTIACTIVO AGRESIVO,MULTIACTIVO MODERADO,CHILE BLUE CHIP,FM BCI GD CHILE,ACCIONES EMERGENTES,SB LATAM ASIA,ETF MSCI SCCH,SANTANDER DEUDADOLAR,ACCIONES MID CAP,AHORRO PLUS,FM CC ARGENTINA LIQ,FMBAJ II,RENTA ARGENTINA,COBERTURA GLOBAL,ESG ACCIONES CHILENA,FM LV AHORRO ARG,MULTIACT CONSERVADOR,	EA CONSERVADOR,EA AGRESIVO,EA MODERADO,FM BCI ESTR. D. G.,FM BCI ESTRUC. G.F.I,FM BOOSTER BRASIL,ACTIVO 2025,ACTIVO 2035,ACTIVO 2045,ACTIVO 2055,CARTERA EQUILIBRADA,CARTERA PRUDENTE,FONDO CARTERA AUDAZ,FONDO CARTERA DEFEN,FONDO DEUDA MED P UF,ESG LATAM,FM BCI ESTRUC UF MAS,PLUS VIII,GA AGRESIVA,GA EQUILIBRIO,GA PRUDENTE,GA RETORNO,BOOSTER A EMERG III,DEUDA INTERNACIONAL,FM BCI EST. A. 7,RV INTERNACIONAL,BOOSTER AE III,BI DINAMICO,BI LIQUIDEZ,BI MAS AHORRO,BI RENTA A PLAZO,F.M.BCI EST. AH 7 II,BOOSTER BRASIL II,ETF IT NOW DIVIDENDO,LIFETIME 2050,LIFETIME 2060,MID TERM GLOBAL,ESTRUCTURADO 108,FM BCI EST ESTRA DP,BONOS UF PLUS III,INDEX ACC BRASIL,FM ACCIONES BRASIL,MI FUTURO ACCESIBLE,MI FUTURO CONSERVADO,MI FUTURO DECIDIDO,MI FUTURO MODERADO,DINAMICO PLUS,INDICE BONOS BRASIL,FONDO MUTUO ARRIES,FONDO MUTUO CONSERV,FONDO MUTUO MODERADO,BOOSTER BRASIL III,CUENTA ACTIVA DOLAR,RENTA DINAMICA GLOBA,RENTA GLOBAL,CONSERVADORA DÃ“LAR,BCH DEUDA SOBERANA,BCI ACCIONES CHILENAS,BCI ACCIONES GLOBALES,BCI DEUDA GLOBAL,BCI DEUDA LATAM HY,BCI DEUDA LATAM IG,BCI ESTRATEGIA PESOS HASTA 1 AÃ‘O,BCI ESTRATEGIA PESOS HASTA 2 AÃ‘OS,BCI ESTRATEGIA PESOS LARGO PLAZO,BCI ESTRATEGIA UF > 5 AÃ‘OS,BCI ESTRATEGIA UF HASTA 1 AÃ‘O,BCI ESTRATEGIA UF HASTA 3 AÃ‘OS,BCI ESTRATEGIA UF HASTA 5 AÃ‘OS,BCI ESTRUCTURADO 120,BCI ESTRUCTURADO 120 II,BCI ESTRUCTURADO AHORRO 7,BCI ESTRUCTURADO AHORRO 7 II,BCI ESTRUCTURADO DEUDA GLOBAL,BCI ESTRUCTURADO ESTRATEG. DEUDA PLUS,BCI ESTRUCTURADO GLOBAL FIXED INCOME,BCI ESTRUCTURADO UF MÃS,BCI GESTIÃ“N DINÃMICA CHILE,BCI PB STRATEGY DEBT,BCI PREFERENCIAL ACTIVO,BCI PREFERENCIAL AHORRO,BCI PREFERENCIAL BALANCEADO,BCI PREFERENCIAL CONSERVADOR,BCI RETORNO DÃ“LAR IG,BEST COUPON EUROPE,CARTERA DINAMICA ACTIVA,CARTERA DINAMICA AHORRO,CARTERA DINAMICA BALANCEADA,CARTERA DINAMICA C/P,CARTERA DINAMICA CONSERVADORA,EA BAL GLBAL PLUS,EAI RENTA CHILENA,HIGH YIELD LATAM,PROYECCIÃ“N A,PROYECCIÃ“N C,PROYECCIÃ“N E,RENDIMIENTO UF,RENTA A PLAZO,SEL INMOBILIARIA,ZURICH DOLAR,ZURICH EUROPA,ZURICH EXPERTO,BCI PORTAFOLIO ESTRUCTURADO 20,GESTIÃ“N AGRESIVA,GESTIÃ“N CONSERVADORA,BEST COUPON USA,BANCHILE GLOBAL HY,FM CC MACRO 2.0,BI ESTRATÃ‰GICO,CHILE EQUITIES  ,COMPASS ACC LATAM,COMPASS DEUDA CL,DEUDA EMERGENTE,FM BCH DEUDA INT,GLOBAL BRANDS,INCOME,LV AHORRO EST,RENTA MÃS LARGO PLAZ,US ADVANTAGE,AHORRO LARGO PLAZO,COUPON EMERGENTE,DOLLAR COUPON USADO,MONEDA CREDITO LATAM,FM BCI EST. AHORRO 3,FM BCI EST. DEU. CAL,AGRESIVO,CONSERVADOR,ESG EMERGING STARS,ESG GLOBAL CREDITS,MODERADO
,A,APV,APV,APV,A,A,ALPAT,A,A,A,A,B,B1,A,B,B,B,A,A,A,A,A,A,B,A,A,S,A,A,A,A,B,A,A,B,APV,APV,A,APV,APV,APV,APV,A,UNICA,A,A,A,UNICA,A,UNICA,ALPAT,ALPAT,UNICA,ALTOP,ALTOP,APV,APV,APV,CLASI,ALPAT,ALPAT,APV,ALTOP,ALPAT,UNICA,ALPAT,ALTOP,ALTOP,ALPAT,UNICA,A,ALPAT,UNICA,UNICA,ALTOP,ALTOP,ALTOP,ALTOP,ALTOP,ALPAT,ALPAT,ALPAT,UNICA,APV,ALTOP,ALPAT,ALTOP,D,D,K,D,D,D,D,D,K,D,D,D,UNICA,D,D,D,D,D,D,X,D,APV,D,D,D,D,E,D,D,CLASICA,A,A,A,UNICA,UNICA,UNICA,UNICA,UNICA,A,APV,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,UNICA,A,A,A,A,A,A,A,A,UNICA,A,A,A,A,A,A,A,A,A,A,APV,APV,APV,APV,X,APV,A,APV,APV,APV,APV,APV,APV,APV,M1,M1,APV,APV,A,APV,UNICA,A,A,A,A,A,UNICA,B,UNICA,A,A,A,UNICA,A,A,UNICA,A,A,B,A,A,APV,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,UNICA,UNICA,A,A,A,F,A,A,A,A,A,A,A,A,A,A,A,A,A,APV,UNICA,B,A,UNICA,APV,A,A,UNICA,A,UNICA,APV,APV,APV,APV,A,A,UNICA,A,A,A,A,A,A,B,UNICA,A,A,B,A,A,A,AFP,A,B,A,B,A,A,A,A,A,A,B,B,B,B,S,UNICA,UNICA,C,S,S,A,S,S,S,S,A,F1,A,APV,APV,A,M4,A,S,IT,A,A,A,A,A,A,A,APV,B,P,A,A,A,A,A,A,UNICA,A,A,A,A,A,I,A,B,A,A,APV,APV,UNICA,A,UNICA,UNICA,UNICA,A,A,UNICA,UNICA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,APV,A,A,A,A,A,A,A,A,B,APV,APV,APV,APV,APV,APV,APV,APV,APV,APV,APV,APV,APV,APV,UNICA,APV,UNICA,APV,APV,APV,APV,APV,APV,APV,APV,APV,CORP,UNICA,A,A,UNICA,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,ALTOP,ALPAT,A,A,APV,APV,APV,APV,A,A,UNICA,A,A,UNICA,UNICA,UNICA,A,A,B,A,A,UNICA,B,A,PERSO,A,A,B,A,A,100,A,UNICA,A,A,A,A,A,A,A,A,A,A,VIV,VIV,A,V,V,A,UNICA,APV,UNICA,A,A,A,UNICA,A,APV,UNICA,UNICA,UNICA,D,UNICA,CLASI,ADC,A,D,CLASI,UNICA,UNICA,UNICA,APV,IT,ALTO,UNICA,B,UNICA,A,A,D,VIVIENDA,UNICA,UNICA,LV,A,E,B,UNICA,UNICA,UNICA,UNICA,UNICA,UNICA,A,A,CORPO,B,A,UNICA,UNICA,UNICA,ADC,ADC,INVER,A,UNICA,BCI,UNICA,B,UNICA,BCI,A,A,A,A,A,UNICA,UNICA,A,A,A,BCH,ALPAT,UNICA,UNICA,UNICA,EJECU,APV,D1,B,UNICA,A,BCH,B,A,A,A,A,A,INVER,INVER,UNICA,B,B,B,B,A,A,A,A,A,A,CLASI,UNICA,G,EJECU,EJECU,ALTO,UNICA,A,CLASI,A,UNICA,A,A,A,A,CLASI,UNICA,UNICA,A,A,A,UNICA,INVER,A,IT,A,CLASICO,CLASICO,CLASICO,CLASICO,F2,IT,B,B,B,UNICA,A,F1,APV,A,B,A,ADC,ADC,ALPAT,A,APV,ALPAT,A,A,AP,A,ALPAT,UNICA,UNICA,CLASI,CLASI,INVER,INVER,INVER,CLASI,ALPAT,ADC,APV,APV,APV,APV,ADC,UNICA,ALTOP,ALPAT,ALTOP,APV,ALTOP,A,A,A,A,A,A,A,A,A,A,A,A,CLASI,A,A,UNICA,BCH,B,A,APV,F1,APV,F1,B,APV,F1,APV,APV,F1,A,UNICA,UNICA,APV,BCI,ADC,A,A,APV,APV,A
fecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
